SUBEST_ID,Year,AREAkm2.x,Agro,Developed,flow,nptn,nptp,ptn,ptp,tssx,WatershedHa,manuren_kg,manurep_kg,fertilizern_kg,fertilizerp_kg,AREAkm2.y,DEPTHMNm,TIDERNGm,VOLUMm3,TidalPrism,Vol.km3,P,VoFlom3,FP,nptn.adj,nptp.adj,ptn.adj,ptp.adj,tssx.adj,manuren_kg.adj,manurep_kg.adj,fertilizern_kg.adj,fertilizerp_kg.adj,nptn.y1,nptp.y1,ptn.y1,ptp.y1,tssx.y1,manuren_kg.y1,manurep_kg.y1,fertilizern_kg.y1,fertilizerp_kg.y1,Developed.y1,Agro.y1,flow.y1,dens.weight.mean,SAVArea,dens.weight.mean.y1,SAVArea.y1,dens.change,SAVArea.change,dens.prop.change,SAVArea.prop.change,denscomp.max,dens.percomp,dens.percomp.y1,dens.percomp.change,SAVArea.percomp,SAVArea.percomp.y1,SAVArea.percomp.change
CHO01,1986,26.76,26.74927549,8.076183436,13.08734709,7653.905913,108.6648069,10.58585437,1.764309062,17184.45658,2656.730118,23100.12855,6334.363999,62894.61145,17695.07178,26.76,2.03,0.37,54322800,9901200,0.0543228,19132753.623188406,54322813.08734709,19132766.710535496,0.00523548553082372,7.432976452825434e-5,7.241020207918781e-6,1.2068367015478061e-6,0.011754648515713792,0.015801133455047862,0.004332881987405635,0.04302167180471518,0.012103923581517526,0.01286830288432634,3.2548570299393897e-4,4.6990753511184446e-7,1.8274879961477702e-7,0.0252711411163427,0.02620573319065545,0.007192547624776133,0.09793688455995357,0.025420845219368157,8.203437351,26.84501177,21.70500499,17.377838129,35.5523873,144.6928173515,284.11464007,-127.3149792225,-248.56225277000001,-0.8798984051379393,-0.8748660495240913,704.5841433635001,0.024663964258467067,0.20535917351300925,-0.1806952092545422,0.038206182226201604,0.30532227329910133,-0.26711609107289974
CHO01,1987,26.76,26.63444791,8.008623576,28.47903124,13143.99937,336.2964122,15.41693794,2.569489657,22370.30225,2656.730118,23100.12855,6328.559456,57690.96796,18270.7352,26.76,2.03,0.37,54322800,9901200,0.0543228,19132753.623188406,54322828.47903124,19132782.102219645,0.019564764114119268,5.005751896287273e-4,2.2948019523384673e-5,3.824669921060277e-6,0.0332980605341281,0.03438440259804897,0.009420022738392674,0.08587265929339531,0.02719587960384509,0.00523548553082372,7.432976452825434e-5,7.241020207918781e-6,1.2068367015478061e-6,0.011754648515713792,0.015801133455047862,0.004332881987405635,0.04302167180471518,0.012103923581517526,8.076183436,26.74927549,13.08734709,19.025238287,57.28824656,17.377838129,35.5523873,1.647400158,21.735859259999998,0.09479891260184035,0.6113755196405615,704.5841433635001,0.0270020812506204,0.024663964258467067,0.0023381169921533338,0.06156450673822759,0.038206182226201604,0.023358324512025987
CHO01,1989,26.76,26.36810187,8.12562282,107.6074206,40900.90643,1913.065197,18.1525584,3.025518694,105678.6107,2656.730118,21389.00791,5918.614849,56242.77277,12341.72852,26.76,2.03,0.37,54322800,9901200,0.0543228,19132753.623188406,54322907.6074206,19132861.230609007,0.23003569555467693,0.010759499523231958,1.0209398182378846e-4,1.701618271905784e-5,0.5943597548194097,0.12029648585471057,0.033287591947139004,0.31632172690874505,0.06941259625392594,0.019564764114119268,5.005751896287273e-4,2.2948019523384673e-5,3.824669921060277e-6,0.0332980605341281,0.03438440259804897,0.009420022738392674,0.08587265929339531,0.02719587960384509,8.008623576,26.63444791,28.47903124,110.85229112900001,241.55881714,19.025238287,57.28824656,91.827052842,184.27057058,4.826591470591235,3.216551066666126,704.5841433635001,0.15733009630307634,0.0270020812506204,0.13032801505245592,0.2595898865558474,0.06156450673822759,0.19802537981761983
CHO01,1990,26.76,26.2268749,8.34670032,75.87384008,30893.89207,2077.680547,22.72115531,3.786674628,195038.0882,2656.730118,20533.4476,5713.642755,54351.54311,14804.7578,26.76,2.03,0.37,54322800,9901200,0.0543228,19132753.623188406,54322875.87384008,19132829.497028485,0.12251393484335457,0.008239325060879687,9.010383459966167e-5,1.5016573748513645e-5,0.7734500908971175,0.08142818184500232,0.022658228190161306,0.21553844352555598,0.05871028254941544,0.23003569555467693,0.010759499523231958,1.0209398182378846e-4,1.701618271905784e-5,0.5943597548194097,0.12029648585471057,0.033287591947139004,0.31632172690874505,0.06941259625392594,8.12562282,26.36810187,107.6074206,2.1637110330000002,3.93402006,110.85229112900001,241.55881714,-108.68858009600001,-237.62479708,-0.9804811338497094,-0.983714028299286,704.5841433635001,0.003070905091152081,0.15733009630307634,-0.15425919121192425,0.004227673546240102,0.2595898865558474,-0.2553622130096073
CHO01,1993,26.76,25.831802,9.871628264,42.56808392,21259.96254,599.0158292,19.93569562,3.322892821,18559.27256,2656.730118,20533.4476,5875.507913,80638.15939,16454.94571,26.76,2.03,0.37,54322800,9901200,0.0543228,19132753.623188406,54322842.56808392,19132796.191272326,0.04730076359416832,0.001332735468035021,4.4354434954094554e-5,7.39302185877135e-6,0.041292065411150776,0.045684358515376895,0.013072271894439486,0.17940984170592308,0.0366102007714819,0.02301614410449405,4.894622920459446e-4,2.867281589871243e-5,4.778587843688572e-6,0.02181700324275636,0.029204653138061473,0.008229199253061027,0.1526790359831567,0.03143699635266129,9.205307072,25.95404185,29.68635605,90.4675741295,342.27622139,21.998747596,85.17448156,68.46882653349999,257.10173983,3.1123965687005555,3.01853014096585,704.5841433635001,0.12839853831741302,0.031222314329958867,0.09717622398745415,0.36782530455056284,0.0915322995343159,0.27629300501624693
CHO01,1994,26.76,25.72093943,10.67909916,40.89933619,22156.07504,490.0344126,16.51478563,2.753341072,13434.13393,2656.730118,22529.75406,6447.31734,76838.39705,19325.71254,26.76,2.03,0.37,54322800,9901200,0.0543228,19132753.623188406,54322840.89933619,19132794.522524595,0.047362070430695125,0.0010475250838031787,3.5302933337415325e-5,5.885696520541736e-6,0.02871755923462746,0.04816086769202237,0.013782147668070087,0.16425407326404398,0.04131172857965045,0.04730076359416832,0.001332735468035021,4.4354434954094554e-5,7.39302185877135e-6,0.041292065411150776,0.045684358515376895,0.013072271894439486,0.17940984170592308,0.0366102007714819,9.871628264,25.831802,42.56808392,212.06801300299998,338.17678268,90.4675741295,342.27622139,121.60043887349998,-4.099438710000015,1.3441328569221365,-0.01197698950091245,704.5841433635001,0.3009832324506238,0.12839853831741302,0.17258469413321076,0.3634198647397908,0.36782530455056284,-0.004405439810772015
CHO01,1995,26.76,25.62104825,11.59962023,29.25490037,16975.02295,407.998574,14.56911711,2.42827848,14278.32703,2656.730118,24526.06287,7019.126475,92672.48045,18084.16904,26.76,2.03,0.37,54322800,9901200,0.0543228,19132753.623188406,54322829.25490037,19132782.878088776,0.025955586719662832,6.238484861050379e-4,2.2276846617019073e-5,3.712948892780793e-6,0.02183221528067925,0.03750147222712225,0.010732565514330796,0.14170046249311458,0.027651521836131707,0.047362070430695125,0.0010475250838031787,3.5302933337415325e-5,5.885696520541736e-6,0.02871755923462746,0.04816086769202237,0.013782147668070087,0.16425407326404398,0.04131172857965045,10.67909916,25.72093943,40.89933619,156.7888636295,275.36324873,212.06801300299998,338.17678268,-55.27914937349996,-62.813533949999965,-0.2606670784090289,-0.18574171015589003,704.5841433635001,0.22252681259761406,0.3009832324506238,-0.07845641985300973,0.29591763755839984,0.3634198647397908,-0.06750222718139098
CHO01,1996,26.76,25.53172254,12.60509191,78.11391524,39978.95737,1424.566734,20.47838955,3.41315722,64247.78979,2656.730118,26522.36972,7590.936119,87098.61617,17829.8571,26.76,2.03,0.37,54322800,9901200,0.0543228,19132753.623188406,54322878.11391524,19132831.737103645,0.16322272261076728,0.00581610117323099,8.360744543936278e-5,1.3934951054152458e-5,0.26230546920458764,0.10828329902961083,0.030991635150478952,0.3555989000745069,0.07279424004705903,0.025955586719662832,6.238484861050379e-4,2.2276846617019073e-5,3.712948892780793e-6,0.02183221528067925,0.03750147222712225,0.010732565514330796,0.14170046249311458,0.027651521836131707,11.59962023,25.62104825,29.25490037,314.089871331,473.73431196,156.7888636295,275.36324873,157.30100770149997,198.37106323,1.0032664569418028,0.7203977442338625,704.5841433635001,0.44578049944697484,0.22252681259761406,0.22325368684936078,0.5090960361344847,0.29591763755839984,0.21317839857608495
CHO01,1997,26.76,25.45255638,13.66741468,31.72445946,18024.12644,798.5841716,16.15898884,2.693257101,65317.76379,2656.730118,28518.67722,8162.745127,89536.77962,19068.19195,26.76,2.03,0.37,54322800,9901200,0.0543228,19132753.623188406,54322831.72445946,19132785.347647864,0.02988616963802348,0.0013241486128122196,2.6793547152411577e-5,4.465744227174726e-6,0.10830470899672003,0.047287397149936766,0.013534813262077377,0.14846275038479165,0.031617355837196055,0.16322272261076728,0.00581610117323099,8.360744543936278e-5,1.3934951054152458e-5,0.26230546920458764,0.10828329902961083,0.030991635150478952,0.3555989000745069,0.07279424004705903,12.60509191,25.53172254,78.11391524,382.7200159235,529.25541351,314.089871331,473.73431196,68.63014459250002,55.521101550000026,0.2185048002397216,0.11719881830026274,704.5841433635001,0.5431856784293995,0.44578049944697484,0.09740517898242457,0.5687614899707942,0.5090960361344847,0.05966545383630947
CHO01,1998,26.76,25.38314385,14.75848899,45.27235489,23432.6079,1080.983056,18.3962169,3.065943855,81053.27303,2656.730118,27663.11828,7960.963923,76449.30547,15757.74859,26.76,2.03,0.37,54322800,9901200,0.0543228,19132753.623188406,54322845.27235489,19132798.895543296,0.05544663625216523,0.0025578405338650316,4.352944201615026e-5,7.254688612689422e-6,0.1917896363017214,0.06545694202785608,0.018837368539555144,0.1808956497806527,0.03728625332491479,0.02988616963802348,0.0013241486128122196,2.6793547152411577e-5,4.465744227174726e-6,0.10830470899672003,0.047287397149936766,0.013534813262077377,0.14846275038479165,0.031617355837196055,13.66741468,25.45255638,31.72445946,312.60974496250003,437.44874205,382.7200159235,529.25541351,-70.11027096099997,-91.80667146000002,-0.18318945454635946,-0.17346383072615537,704.5841433635001,0.4436797902805235,0.5431856784293995,-0.09950588814887588,0.47010194315094445,0.5687614899707942,-0.09865954681984977
CHO01,1999,26.76,25.32307904,15.85021529,23.73355756,13775.48682,435.3494252,12.33244282,2.055674791,34269.89489,2656.730118,26807.55658,7759.183131,66068.81241,12395.6719,26.76,2.03,0.37,54322800,9901200,0.0543228,19132753.623188406,54322823.73355756,19132777.356745966,0.017088021423309785,5.400361091879872e-4,1.529797457349699e-5,2.549994444985129e-6,0.042510635428483136,0.03325385934677473,0.009625001954733958,0.081956107731568,0.015376408090056817,0.05544663625216523,0.0025578405338650316,4.352944201615026e-5,7.254688612689422e-6,0.1917896363017214,0.06545694202785608,0.018837368539555144,0.1808956497806527,0.03728625332491479,14.75848899,25.38314385,45.27235489,57.109744939500004,192.74040553,312.60974496250003,437.44874205,-255.50000002300004,-244.70833652000002,-0.8173129729325912,-0.5593988803653481,704.5841433635001,0.08105454185624027,0.4436797902805235,-0.3626252484242833,0.20712744249473158,0.47010194315094445,-0.2629745006562129
CHO01,2000,26.76,25.27195603,16.91449405,65.8498636,32342.79706,760.7850341,16.36222218,2.72703703,21236.25715,2656.730118,26237.18238,7557.401304,125011.5963,22098.80224,26.76,2.03,0.37,54322800,9901200,0.0543228,19132753.623188406,54322865.8498636,19132819.473052006,0.11131494643762233,0.0026184113008000352,5.631423535164018e-5,9.385705891940028e-6,0.07308931329601658,0.09030111235851869,0.02601048140028669,0.43025527818144016,0.07605795451511911,0.017088021423309785,5.400361091879872e-4,1.529797457349699e-5,2.549994444985129e-6,0.042510635428483136,0.03325385934677473,0.009625001954733958,0.081956107731568,0.015376408090056817,15.85021529,25.32307904,23.73355756,22.7087957225,90.83518289,57.109744939500004,192.74040553,-34.400949217000004,-101.90522264,-0.6023656602466554,-0.5287174858835632,704.5841433635001,0.03223006923501594,0.08105454185624027,-0.04882447262122433,0.0976155418414248,0.20712744249473158,-0.10951190065330677
CHO01,2001,26.76,25.22936892,17.92322572,50.19895524,24810.82948,1118.390312,18.07724577,3.013058885,94086.16996,2656.730118,25381.62299,7355.620351,79315.37298,13295.1174,26.76,2.03,0.37,54322800,9901200,0.0543228,19132753.623188406,54322850.19895524,19132803.822143648,0.06509645581022053,0.0029343333959218664,4.74294755596902e-5,7.905396904166497e-6,0.24685495541739697,0.06659405324163359,0.01929902486821776,0.2081006471962472,0.034882550904573546,0.11131494643762233,0.0026184113008000352,5.631423535164018e-5,9.385705891940028e-6,0.07308931329601658,0.09030111235851869,0.02601048140028669,0.43025527818144016,0.07605795451511911,16.91449405,25.27195603,65.8498636,228.047988636,379.97596776,22.7087957225,90.83518289,205.33919291350003,289.14078487,9.042275751771761,3.183136486003942,704.5841433635001,0.32366324275672553,0.03223006923501594,0.2914331735217096,0.40833913467790856,0.0976155418414248,0.3107235928364837
CHO01,2002,26.76,25.19491178,18.84831076,28.071683320000002,14486.86902,421.4711029,15.10405828,2.516881572,25244.08675,2656.730118,24526.06287,7153.839587,79403.50535,13768.55335,26.76,2.03,0.37,54322800,9901200,0.0543228,19132753.623188406,54322828.07168332,19132781.694871727,0.02125518421279856,6.183838564525709e-4,2.2160726424669872e-5,3.6927773268884026e-6,0.03703821118382123,0.035984724069558056,0.010496138126228172,0.11650109702974216,0.02020126898324057,0.06509645581022053,0.0029343333959218664,4.74294755596902e-5,7.905396904166497e-6,0.24685495541739697,0.06659405324163359,0.01929902486821776,0.2081006471962472,0.034882550904573546,17.92322572,25.22936892,50.19895524,160.97532852950002,355.45281884999997,228.047988636,379.97596776,-67.0726601065,-24.52314891000003,-0.2941164292115655,-0.06453868399774514,704.5841433635001,0.2284685655300813,0.32366324275672553,-0.09519467722664421,0.3819854643010183,0.40833913467790856,-0.02635367037689023
CHO01,2003,26.76,25.16836375,19.66319493,91.27738099,40404.54451,1960.661203,37.27421311,8.722143717,170147.581,2656.730118,23955.68886,6929.255245,54227.18515,7824.338445,26.76,2.03,0.37,54322800,9901200,0.0543228,19132753.623188406,54322891.27738099,19132844.900569398,0.1927586316688809,0.009353758970429782,1.7782470765979343e-4,4.1610875917488385e-5,0.8117258910619032,0.11428580278132316,0.033057513101775994,0.25870253298319035,0.03732770139257831,0.02125518421279856,6.183838564525709e-4,2.2160726424669872e-5,3.6927773268884026e-6,0.03703821118382123,0.035984724069558056,0.010496138126228172,0.11650109702974216,0.02020126898324057,18.84831076,25.19491178,28.071683320000002,39.767105908999994,109.24073437999999,160.97532852950002,355.45281884999997,-121.20822262050002,-246.21208446999998,-0.7529614862583595,-0.6926716329513785,704.5841433635001,0.0564405348652359,0.2284685655300813,-0.1720280306648454,0.11739496897994149,0.3819854643010183,-0.2645904953210768
CHO01,2004,26.76,25.15024419,20.34750513,66.50456767,27209.44244,988.3093202,27.99027041,7.174912229,66940.96989,2656.730118,23100.12855,6704.671703,94731.31302,8912.868693,26.76,2.03,0.37,54322800,9901200,0.0543228,19132753.623188406,54322866.50456767,19132820.127756078,0.09457843610774469,0.0034353055966267086,9.729254862345067e-5,2.4939576741622955e-5,0.23268290990132562,0.08029470052407528,0.023305048079683813,0.3292805229516064,0.030980612119357286,0.1927586316688809,0.009353758970429782,1.7782470765979343e-4,4.1610875917488385e-5,0.8117258910619032,0.11428580278132316,0.033057513101775994,0.25870253298319035,0.03732770139257831,19.66319493,25.16836375,91.27738099,124.148539871,256.68166204,39.767105908999994,109.24073437999999,84.381433962,147.44092766,2.121890241525044,1.3496881771878109,704.5841433635001,0.17620115502223396,0.0564405348652359,0.11976062015699807,0.27584157067349835,0.11739496897994149,0.15844660169355682
CHO01,2005,26.76,25.14125754,20.88241357,63.01445825,26013.52402,1190.685678,28.64648706,7.284558555,124927.5378,2656.730118,22529.75406,6480.086975,88528.34871,8336.414887,26.76,2.03,0.37,54322800,9901200,0.0543228,19132753.623188406,54322863.01445825,19132816.637646656,0.08567625741357066,0.0039215560555559015,9.434799366130173e-5,2.3991894117174218e-5,0.4114522845258233,0.0742023651553304,0.021342344824391322,0.2915705533262196,0.02745621190023352,0.09457843610774469,0.0034353055966267086,9.729254862345067e-5,2.4939576741622955e-5,0.23268290990132562,0.08029470052407528,0.023305048079683813,0.3292805229516064,0.030980612119357286,20.34750513,25.15024419,66.50456767,64.948487869,102.61385262,124.148539871,256.68166204,-59.20005200199999,-154.06780942,-0.4768485562819624,-0.6002291250396798,704.5841433635001,0.09217988863466746,0.17620115502223396,-0.08402126638756652,0.11027342605857342,0.27584157067349835,-0.16556814461492492
CHO01,2006,26.76,25.14210819,21.24909247,71.95388057,26684.18936,1181.224885,15.36526606,9.292197279,131832.7533,2656.730118,21674.19478,6255.503413,57012.89209,5990.270662,26.76,2.03,0.37,54322800,9901200,0.0543228,19132753.623188406,54322871.95388057,19132825.577068977,0.1003527140611105,0.004442298078725414,5.778501008928779e-5,3.494568277711083e-5,0.49579076273665834,0.08151134898340243,0.023525419372645687,0.21441155211861826,0.022527943824048217,0.08567625741357066,0.0039215560555559015,9.434799366130173e-5,2.3991894117174218e-5,0.4114522845258233,0.0742023651553304,0.021342344824391322,0.2915705533262196,0.02745621190023352,20.88241357,25.14125754,63.01445825,0,0,64.948487869,102.61385262,-64.948487869,-102.61385262,-1,-1,704.5841433635001,0,0.09217988863466746,-0.09217988863466746,0,0.11027342605857342,-0.11027342605857342
CHO01,2012,26.76,25.39324306,18.86198878,14.66518435,6222.904567,120.7986991,13.24725487,4.393438189,12156.00489,2656.730118,22529.75406,6478.556803,61726.27173,9774.331256,26.76,2.03,0.37,54322800,9901200,0.0543228,19132753.623188406,54322814.66518435,19132768.288372755,0.004769829503604656,9.259168170756896e-5,1.015396370623732e-5,3.3675514175944155e-6,0.00931752530446358,0.01726895928859659,0.004965785839557784,0.04731292098011569,0.007491982739074835,0.01677333578442607,3.9071617437360024e-4,2.6903295282320544e-5,1.2326216744705392e-5,0.033627005209311334,0.03622909658050608,0.010405630156881748,0.10605425137860064,0.021288953160516492,19.90007087,25.31857576,31.16102325,0.8763012980000001,1.90116126,106.52516680750001,228.66101887,-105.64886550950001,-226.75985760999998,-0.991773762724225,-0.9916856783486963,704.5841433635001,0.001243714191206131,0.15118870870266365,-0.1499449945114575,0.0020430727458055973,0.24572933685879775,-0.24368626411299213
CHO02,1986,36.41,25.90246149,24.7544933,24.54428781,11565.36334,175.0442317,90.90811051,15.15321353,26423.05752,4802.852832,34859.10366,9625.766206,122208.8698,34382.82999,36.41,2.07,0.41,75368700,14928100,0.0753687,28846570.048309177,75368724.54428782,28846594.592596985,0.009840454669024673,1.489373724352098e-4,7.734967888352918e-5,1.2893197251857057e-5,0.0224822076141182,0.0296600650826645,0.008190137501099263,0.10398210657682963,0.029254824942609805,0.024514210914849573,6.298021376245597e-4,9.875600667903818e-5,3.840161433593739e-5,0.04886390696343342,0.049015054464785573,0.013547101222725164,0.235866863401879,0.061222439219344414,24.55114089,26.08027454,40.56094511,16.1322417145,36.95735425,310.718438403,605.52618118,-294.58619668849997,-568.56882693,-0.9480808355068501,-0.9389665461236036,1456.7688706325,0.011073988495852265,0.21329288720186082,-0.20221889870600854,0.019562371947911158,0.3205188418064694,-0.3009564698585583
CHO02,1990,36.41,24.97270909,24.97676375,141.8134714,48331.2947,3159.49246,60.50509275,10.08399265,312999.5858,4802.852832,30985.86992,8682.511995,105664.269,28778.25561,36.41,2.07,0.41,75368700,14928100,0.0753687,28846570.048309177,75368841.8134714,28846711.861780576,0.2376017312303945,0.015532397444866668,2.974494036398241e-4,4.9573969127596615e-5,1.5387389045151403,0.15232979754361528,0.042684142732900276,0.5194566667297267,0.14147693326176947,0.44559570269495574,0.02036629953490861,2.711409349726651e-4,4.518834681891871e-5,1.1820325827282963,0.22502665687377194,0.06270380530736715,0.7625466013185462,0.16730807805765735,24.97828684,25.21860825,201.112339,9.6589471005,19.752001290000003,111.795284698,237.1450993,-102.1363375975,-217.39309801,-0.9136014803612482,-0.9167092157995103,1456.7688706325,0.006630390925573717,0.07674195059471632,-0.0701115596691426,0.010455185545393878,0.12552631897698482,-0.11507113343159094
CHO02,1993,36.41,24.31447031,24.96173539,80.46901213,32810.17351,920.5836956,58.45331792,8.722522911,29303.39109,4802.852832,30985.86992,8928.483735,156768.479,31992.34694,36.41,2.07,0.41,75368700,14928100,0.0753687,28846570.048309177,75368780.46901213,28846650.517321307,0.09152543546011536,0.0025680090838773586,1.6305812509909414e-4,2.43318648557829e-5,0.08174311023234555,0.08643645961439751,0.02490640171699696,0.43731263117282276,0.08924407193952047,0.04416193469477895,9.613711083022235e-4,9.731581635665708e-5,1.6617308805392573e-5,0.04305358944492828,0.0552707386674577,0.01568307682267537,0.3722114894999002,0.07664783069676374,24.95427672,24.51193059,56.13260035,246.5700280545,665.77082475,59.5146662725,233.04301558999998,187.055361782,432.72780916,3.143012865526776,1.8568580914748882,1456.7688706325,0.16925816649791825,0.04085388387428949,0.12840428262362874,0.35240770802274285,0.12335499235133797,0.22905271567140487
CHO02,1994,36.41,24.1417325,24.98587524,77.36696714,34165.41792,754.6233306,53.80869484,8.624809156,21001.9458,4802.852832,33998.38387,9797.411013,149370.0543,37572.53981,36.41,2.07,0.41,75368700,14928100,0.0753687,28846570.048309177,75368777.36696714,28846647.41527632,0.09163195734632262,0.0020239065421061623,1.4431540225807868e-4,2.3131815526252597e-5,0.056327407036014375,0.0911839705258241,0.026276744225688882,0.40061182557416497,0.10076988881928854,0.09152543546011536,0.0025680090838773586,1.6305812509909414e-4,2.43318648557829e-5,0.08174311023234555,0.08643645961439751,0.02490640171699696,0.43731263117282276,0.08924407193952047,24.96173539,24.31447031,80.46901213,484.1805786275,697.95491279,246.5700280545,665.77082475,237.61055057299998,32.184088040000006,0.963663558169691,0.048341091023454325,1456.7688706325,0.3323660934745801,0.16925816649791825,0.16310792697666185,0.3694434811136372,0.35240770802274285,0.017035773090894327
CHO02,1995,36.41,23.99200472,25.02354095,54.6975292,26094.87099,630.5693913,55.64075044,8.859201997,22337.50481,4802.852832,37010.9008,10666.33921,180158.817,35158.82018,36.41,2.07,0.41,75368700,14928100,0.0753687,28846570.048309177,75368754.6975292,28846624.745838378,0.04947979115482736,0.0011956541882160352,1.055032122030456e-4,1.67983763850748e-5,0.042355261052729645,0.07017822171789297,0.020224979717263062,0.3416081513979066,0.06666639894189146,0.09163195734632262,0.0020239065421061623,1.4431540225807868e-4,2.3131815526252597e-5,0.056327407036014375,0.0911839705258241,0.026276744225688882,0.40061182557416497,0.10076988881928854,24.98587524,24.1417325,77.36696714,399.48437770649997,667.94763203,484.1805786275,697.95491279,-84.69620092100001,-30.007280759999958,-0.17492688608264126,-0.04299315071807299,1456.7688706325,0.2742263277036197,0.3323660934745801,-0.05813976577096037,0.353559941848309,0.3694434811136372,-0.015883539265328154
CHO02,1996,36.41,23.8635745,25.07157718,147.2660933,62208.42086,2184.019866,58.68521993,21.84265595,102971.7384,4802.852832,40023.41522,11535.26659,169353.4015,34669.85435,36.41,2.07,0.41,75368700,14928100,0.0753687,28846570.048309177,75368847.2660933,28846717.314402476,0.3175817549902103,0.01114969408303614,2.9959537438346525e-4,1.1150948560259532e-4,0.5256835801870061,0.20432453147902485,0.05888897607892339,0.8645702578268554,0.1769939348646565,0.04947979115482736,0.0011956541882160352,1.055032122030456e-4,1.67983763850748e-5,0.042355261052729645,0.07017822171789297,0.020224979717263062,0.3416081513979066,0.06666639894189146,25.02354095,23.99200472,54.6975292,605.367497215,926.3479641399999,399.48437770649997,667.94763203,205.8831195085,258.4003321099999,0.5153721421861501,0.386857172207767,1456.7688706325,0.41555493765607543,0.2742263277036197,0.1413286099524557,0.4903371411576884,0.353559941848309,0.13677719930937937
CHO02,1997,36.41,23.75472942,25.12682857,59.8712354,27777.90921,1221.89963,50.41377811,18.61855591,104380.9098,4802.852832,43035.93045,12404.19367,174100.3191,37075.6038,36.41,2.07,0.41,75368700,14928100,0.0753687,28846570.048309177,75368759.8712354,28846629.919544578,0.05765310352960616,0.0025360550118659364,1.046338925914584e-4,3.86428482912804e-5,0.21664277731340031,0.08932115570575659,0.025744927613210938,0.3613455442498283,0.0769504863791028,0.3175817549902103,0.01114969408303614,2.9959537438346525e-4,1.1150948560259532e-4,0.5256835801870061,0.20432453147902485,0.05888897607892339,0.8645702578268554,0.1769939348646565,25.07157718,23.8635745,147.2660933,862.1216918235,1098.28602121,605.367497215,926.3479641399999,256.75419460850003,171.93805707,0.4241294681159802,0.18560850104487825,1456.7688706325,0.591804032337116,0.41555493765607543,0.17624909468104055,0.5813478829345978,0.4903371411576884,0.09101074177690942
CHO02,1998,36.41,23.66375701,25.18613979,85.08114383,36216.9843,1652.781196,52.61126421,9.074386022,129457.4898,4802.852832,41744.85433,12097.56516,148648.9666,30639.31868,36.41,2.07,0.41,75368700,14928100,0.0753687,28846570.048309177,75368785.08114383,28846655.129453007,0.10681940198921015,0.004874759795385049,1.5517315672272953e-4,2.6764251828921265e-5,0.38182559676732314,0.1231234588368886,0.03568090223118614,0.438429483443382,0.09036847661428386,0.05765310352960616,0.0025360550118659364,1.046338925914584e-4,3.86428482912804e-5,0.21664277731340031,0.08932115570575659,0.025744927613210938,0.3613455442498283,0.0769504863791028,25.12682857,23.75472942,59.8712354,753.9644793294999,981.48253683,862.1216918235,1098.28602121,-108.15721249400008,-116.80348437999999,-0.1254546933684425,-0.10635069747251781,1456.7688706325,0.5175594389260553,0.591804032337116,-0.07424459341106072,0.5195211301103316,0.5813478829345978,-0.06182675282426611
CHO02,1999,36.41,23.58894483,25.2463555,44.61076699,21041.48558,678.9056636,44.41510305,7.794945521,54876.93259,4802.852832,40453.77462,11790.93628,128469.1861,24101.19978,36.41,2.07,0.41,75368700,14928100,0.0753687,28846570.048309177,75368744.61076699,28846614.659076165,0.03254027626557157,0.0010499153098203057,6.868715225053184e-5,1.2054742036347212e-5,0.08486618210945483,0.0625610295962747,0.01823446935446612,0.19867526897818624,0.03727206884662051,0.10681940198921015,0.004874759795385049,1.5517315672272953e-4,2.6764251828921265e-5,0.38182559676732314,0.1231234588368886,0.03568090223118614,0.438429483443382,0.09036847661428386,25.18613979,23.66375701,85.08114383,242.16575916600002,581.8775304999999,753.9644793294999,981.48253683,-511.79872016349987,-399.60500633000004,-0.6788101219551379,-0.4071442856442942,1456.7688706325,0.16623485306962693,0.5175594389260553,-0.35132458585642834,0.30800107071444427,0.5195211301103316,-0.21152005939588744
CHO02,2000,36.41,23.52858044,25.30432037,123.2751685,49832.37182,1166.884193,64.34435567,12.82003144,32933.66984,4802.852832,39593.0553,11484.307,243057.0029,42964.24472,36.41,2.07,0.41,75368700,14928100,0.0753687,28846570.048309177,75368823.2751685,28846693.323477678,0.21295661045023226,0.004986632051687776,2.749729821125617e-4,5.4785881980277174e-5,0.14074069611108958,0.16919930852403492,0.04907771801277822,1.03869419803539,0.1836059491443546,0.03254027626557157,0.0010499153098203057,6.868715225053184e-5,1.2054742036347212e-5,0.08486618210945483,0.0625610295962747,0.01823446935446612,0.19867526897818624,0.03727206884662051,25.2463555,23.58894483,44.61076699,6.985594049,100.13748386,242.16575916600002,581.8775304999999,-235.180165117,-481.74004663999995,-0.9711536673348955,-0.827906254132286,1456.7688706325,0.004795265872181216,0.16623485306962693,-0.16143958719744572,0.053005057990515386,0.30800107071444427,-0.25499601272392886
