SUBEST_ID,Year,AREAkm2.x,Agro,Developed,flow,nptn,nptp,ptn,ptp,tssx,WatershedHa,manuren_kg,manurep_kg,fertilizern_kg,fertilizerp_kg,AREAkm2.y,DEPTHMNm,TIDERNGm,VOLUMm3,TidalPrism,Vol.km3,P,VoFlom3,FP,nptn.adj,nptp.adj,ptn.adj,ptp.adj,tssx.adj,manuren_kg.adj,manurep_kg.adj,fertilizern_kg.adj,fertilizerp_kg.adj,nptn.y1,nptp.y1,ptn.y1,ptp.y1,tssx.y1,manuren_kg.y1,manurep_kg.y1,fertilizern_kg.y1,fertilizerp_kg.y1,Developed.y1,Agro.y1,flow.y1
CB503,2009,30.94,19.56258609,21.58538097,246.6940254,39700.55337,1062.279107,3652.655912,385.4345578,93655.51953,19624.59467,7749.644917,2106.055151,320441.8619,52142.9294,30.94,2.73,0.38,84466200,11757200,0.0844662,22719227.053140096,84466446.6940254,22719473.747165497,0.4310790571315381,0.01153450612106902,0.03966149922133688,0.004185149869671333,1.016936279902457,0.08414768410883176,0.022868101114332125,3.479442072404709,0.5661816507276649,1.0637039225016371,0.04916218625726987,0.10535793001602951,0.007750632950657184,23.68052147949305,0.11318126070998673,0.02984135809879424,5.227120541190764,0.9052680495638644,21.84748946,19.56265311,331.3392769
CB503,2010,30.94,19.5435329,21.07896883,109.6948755,17308.88446,393.0037865,1871.173264,212.4072047,25021.1258,19624.59467,7738.579164,2165.92307,389618.189,63895.4114,30.94,2.73,0.38,84466200,11757200,0.0844662,22719227.053140096,84466309.6948755,22719336.748015597,0.0835718025989216,0.0018975246464847408,0.009034511901027954,0.0010255573097618985,0.12080851258743593,0.0373638758629703,0.010457640737552776,1.8811780999118948,0.30850368900652325,0.4310790571315381,0.01153450612106902,0.03966149922133688,0.004185149869671333,1.016936279902457,0.08414768410883176,0.022868101114332125,3.479442072404709,0.5661816507276649,21.58538097,19.56258609,246.6940254
CB503,2011,30.94,19.50370283,20.31030477,145.6345692,20962.10604,619.1292394,1948.107455,190.5290129,61093.7964,19624.59467,7727.513411,2225.790644,391292.322,57580.83043,30.94,2.73,0.38,84466200,11757200,0.0844662,22719227.053140096,84466345.6345692,22719372.687709298,0.13437022776212576,0.003968710813389707,0.012487659490603605,0.0012213194041578274,0.39162035157422276,0.04953451409364931,0.014267650169042299,2.50824217415852,0.36910171548828985,0.0835718025989216,0.0018975246464847408,0.009034511901027954,0.0010255573097618985,0.12080851258743593,0.0373638758629703,0.010457640737552776,1.8811780999118948,0.30850368900652325,21.07896883,19.5435329,109.6948755
CB503,2012,30.94,19.44130521,19.26144051,122.8988334,19268.1209,570.6198601,1912.914576,162.2818798,109237.976,19624.59467,7704.248994,2285.657577,382833.4271,55632.25637,30.94,2.73,0.38,84466200,11757200,0.0844662,22719227.053140096,84466322.8988334,22719349.951973498,0.10422963620992427,0.0030867307061780416,0.010347785930549228,8.77853184687909e-4,0.5909156662385504,0.04167562961032152,0.01236411474619546,2.070912313801786,0.3009390419063824,0.13437022776212576,0.003968710813389707,0.012487659490603605,0.0012213194041578274,0.39162035157422276,0.04953451409364931,0.014267650169042299,2.50824217415852,0.36910171548828985,20.31030477,19.50370283,145.6345692
CB503,2013,30.94,19.35454935,17.91442779,268.6195865,32045.45209,1126.555933,1585.695622,164.7765604,168604.0075,19624.59467,NA,NA,NA,NA,30.94,2.73,0.38,84466200,11757200,0.0844662,22719227.053140096,84466468.6195865,22719495.672726598,0.37888323815016706,0.013319617356421034,0.018748167143860798,0.0019482039635534002,1.9934570480480016,NA,NA,NA,NA,0.10422963620992427,0.0030867307061780416,0.010347785930549228,8.77853184687909e-4,0.5909156662385504,0.04167562961032152,0.01236411474619546,2.070912313801786,0.3009390419063824,19.26144051,19.44130521,122.8988334
CB503,2014,30.94,19.24164454,16.25131834,250.4585344,32530.72816,1120.946961,3335.878764,241.4662604,459612.2856,19624.59467,NA,NA,NA,NA,30.94,2.73,0.38,84466200,11757200,0.0844662,22719227.053140096,84466450.4585344,22719477.511674497,0.3586173358842311,0.012357270665574462,0.03677458276662387,0.002661913578591596,5.066745896091074,NA,NA,NA,NA,0.37888323815016706,0.013319617356421034,0.018748167143860798,0.0019482039635534002,1.9934570480480016,NA,NA,NA,NA,17.91442779,19.35454935,268.6195865
CB503,2015,30.94,19.10080012,14.2541639,NA,NA,NA,NA,NA,NA,19624.59467,NA,NA,NA,NA,30.94,2.73,0.38,84466200,11757200,0.0844662,22719227.053140096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3586173358842311,0.012357270665574462,0.03677458276662387,0.002661913578591596,5.066745896091074,NA,NA,NA,NA,16.25131834,19.24164454,250.4585344
CB504,1984,4.54,25.06943608,1.805135868,NA,NA,NA,NA,NA,NA,2143.034197,1210.93416,385.3319546,49917.48306,15195.65238,4.54,2.16,0.39,9806400,1770600,0.0098064,3421449.2753623184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2541639,19.10080012,NA
CB504,1985,4.54,24.92350064,1.211419049,8.349057591,1678.880275,33.95945055,1090.93676,60.43112278,3069.48966,2143.034197,1024.660762,353.3813929,52204.22787,15448.48471,4.54,2.16,0.39,9806400,1770600,0.0098064,3421449.2753623184,9806408.34905759,3421457.6244199094,0.0040968118395870645,8.286801694606332e-5,0.0026621092052610796,1.4746432069710484e-4,0.007490183646703499,0.0025003821915305447,8.623229993708087e-4,0.12738901159245378,0.03769746777423288,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.805135868,25.06943608,NA
CB504,1986,4.54,24.77944441,0.718329224,5.127367633,1353.377805,24.33151763,694.1289921,60.74741129,2535.020895,2143.034197,931.524061,321.4305385,41906.97498,12554.83783,4.54,2.16,0.39,9806400,1770600,0.0098064,3421449.2753623184,9806405.127367632,3421454.4027299513,0.0020281625109604853,3.646304210814224e-5,0.0010402168517519076,9.103564559807138e-5,0.0037989645793995402,0.0013959754412980552,4.816935564149739e-4,0.06280149954298611,0.018814592144131177,0.0040968118395870645,8.286801694606332e-5,0.0026621092052610796,1.4746432069710484e-4,0.007490183646703499,0.0025003821915305447,8.623229993708087e-4,0.12738901159245378,0.03769746777423288,1.211419049,24.92350064,8.349057591
CB504,1987,4.54,24.64107348,0.383355598,25.36156145,3854.443814,128.7054138,736.2516895,60.7179488,7592.367613,2143.034197,825.0596817,289.4800805,38022.09521,11342.10017,4.54,2.16,0.39,9806400,1770600,0.0098064,3421449.2753623184,9806425.36156145,3421474.6369237686,0.028570930378786663,9.540243922343314e-4,0.005457439977608286,4.500696784336453e-4,0.05627816020907698,0.006115726123331834,0.002145761003434634,0.2818374550317178,0.08407292204630756,0.0020281625109604853,3.646304210814224e-5,0.0010402168517519076,9.103564559807138e-5,0.0037989645793995402,0.0013959754412980552,4.816935564149739e-4,0.06280149954298611,0.018814592144131177,0.718329224,24.77944441,5.127367633
