STATION,year,dens.weight.mean,SAVArea,dens.weight.mean.y1,SAVArea.y1,dens.change,SAVArea.change,dens.prop.change,SAVArea.prop.change,denscomp.max,dens.percomp,dens.percomp.y1,dens.percomp.change,SAVArea.percomp,SAVArea.percomp.y1,SAVArea.percomp.change
CB3.3C,1995,0,0,0,0,0,0,NaN,NaN,10.546174755000001,0,0,0,0,0,0
CB3.3C,1996,0,0,0,0,0,0,NaN,NaN,10.546174755000001,0,0,0,0,0,0
CB3.3C,1997,0.3377687175,1.35107487,0,0,0.3377687175,1.35107487,Inf,Inf,10.546174755000001,0.032027604827983905,0,0.032027604827983905,0.0804505090556729,0,0.0804505090556729
CB3.3C,1998,0,0,0.3377687175,1.35107487,-0.3377687175,-1.35107487,-1,-1,10.546174755000001,0,0.032027604827983905,-0.032027604827983905,0,0.0804505090556729,-0.0804505090556729
CB3.3C,1999,0,0,0,0,0,0,NaN,NaN,10.546174755000001,0,0,0,0,0,0
CB3.3C,2000,0,0,0,0,0,0,NaN,NaN,10.546174755000001,0,0,0,0,0,0
CB3.3C,2001,0,0,0,0,0,0,NaN,NaN,10.546174755000001,0,0,0,0,0,0
CB3.3C,2002,0,0,0,0,0,0,NaN,NaN,10.546174755000001,0,0,0,0,0,0
CB3.3C,2003,0,0,0,0,0,0,NaN,NaN,10.546174755000001,0,0,0,0,0,0
CB3.3C,2004,1.975410285,2.3240121,0,0,1.975410285,2.3240121,Inf,Inf,10.546174755000001,0.18731059658038066,0,0.18731059658038066,0.13838460077089837,0,0.13838460077089837
CB3.3C,2005,0,0,1.975410285,2.3240121,-1.975410285,-2.3240121,-1,-1,10.546174755000001,0,0.18731059658038066,-0.18731059658038066,0,0.13838460077089837,-0.13838460077089837
CB3.3C,2006,0,0,0,0,0,0,NaN,NaN,10.546174755000001,0,0,0,0,0,0
CB3.3C,2007,0,0,0,0,0,0,NaN,NaN,10.546174755000001,0,0,0,0,0,0
CB3.3C,2008,0,0,0,0,0,0,NaN,NaN,10.546174755000001,0,0,0,0,0,0
CB3.3C,2009,0,0,0,0,0,0,NaN,NaN,10.546174755000001,0,0,0,0,0,0
CB3.3C,2010,0,0,0,0,0,0,NaN,NaN,10.546174755000001,0,0,0,0,0,0
CB3.3C,2011,0,0,0,0,0,0,NaN,NaN,10.546174755000001,0,0,0,0,0,0
CB3.3C,2012,0,0,0,0,0,0,NaN,NaN,10.546174755000001,0,0,0,0,0,0
CB3.3C,2013,0,0,0,0,0,0,NaN,NaN,10.546174755000001,0,0,0,0,0,0
CB3.3C,2014,0,0,0,0,0,0,NaN,NaN,10.546174755000001,0,0,0,0,0,0
CB3.3C,2015,0,0,0,0,0,0,NaN,NaN,10.546174755000001,0,0,0,0,0,0
CB3.3C,2016,0,0,0,0,0,0,NaN,NaN,10.546174755000001,0,0,0,0,0,0
CB3.3C,2017,0,0,0,0,0,0,NaN,NaN,10.546174755000001,0,0,0,0,0,0
CB3.3C,2018,0,0,0,0,0,0,NaN,NaN,10.546174755000001,0,0,0,0,0,0
CB3.3C,2019,2.0353343655,2.71715895,0,0,2.0353343655,2.71715895,Inf,Inf,10.546174755000001,0.1929926644288761,0,0.1929926644288761,0.16179474991839474,0,0.16179474991839474
CB3.3E,1984,1.428954074,1.68112244,NA,NA,NA,NA,NA,NA,16.547698230500004,0.08635364593283515,NA,NA,0.052692022154920824,NA,NA
CB3.3E,1985,4.9004628375,8.03430825,1.428954074,1.68112244,3.4715087635,6.35318581,2.429405413836974,3.7791333092906667,16.547698230500004,0.2961416608666261,0.08635364593283515,0.2097880149337909,0.2518221982144639,0.052692022154920824,0.19913017605954306
CB3.3E,1986,3.2736288339999997,3.85132804,4.9004628375,8.03430825,-1.6268340035000004,-4.18298021,-0.3319755821941789,-0.5206397464274538,16.547698230500004,0.1978298605884768,0.2961416608666261,-0.09831180027814927,0.1207135527912814,0.2518221982144639,-0.13110864542318248
CB3.3E,1987,0.942534406,1.71369892,3.2736288339999997,3.85132804,-2.3310944279999997,-2.1376291199999997,-0.7120826905570932,-0.5550368854064168,16.547698230500004,0.05695864118809958,0.1978298605884768,-0.1408712194003772,0.053713078423665496,0.1207135527912814,-0.0670004743676159
CB3.3E,1989,0,0,0.942534406,1.71369892,-0.942534406,-1.71369892,-1,-1,16.547698230500004,0,0.05695864118809958,-0.05695864118809958,0,0.053713078423665496,-0.053713078423665496
CB3.3E,1990,0,0,0,0,0,0,NaN,NaN,16.547698230500004,0,0,0,0,0,0
CB3.3E,1991,0,0,0,0,0,0,NaN,NaN,16.547698230500004,0,0,0,0,0,0
CB3.3E,1992,0,0,0,0,0,0,NaN,NaN,16.547698230500004,0,0,0,0,0,0
CB3.3E,1993,0,0,0,0,0,0,NaN,NaN,16.547698230500004,0,0,0,0,0,0
CB3.3E,1994,0,0,0,0,0,0,NaN,NaN,16.547698230500004,0,0,0,0,0,0
CB3.3E,1995,0,0,0,0,0,0,NaN,NaN,16.547698230500004,0,0,0,0,0,0
CB3.3E,1996,0,0,0,0,0,0,NaN,NaN,16.547698230500004,0,0,0,0,0,0
CB3.3E,1997,3.0755632874999996,3.61830975,0,0,3.0755632874999996,3.61830975,Inf,Inf,16.547698230500004,0.18586048915439213,0,0.18586048915439213,0.11340997715214962,0,0.11340997715214962
CB3.3E,1998,0,0,3.0755632874999996,3.61830975,-3.0755632874999996,-3.61830975,-1,-1,16.547698230500004,0,0.18586048915439213,-0.18586048915439213,0,0.11340997715214962,-0.11340997715214962
CB3.3E,1999,0,0,0,0,0,0,NaN,NaN,16.547698230500004,0,0,0,0,0,0
CB3.3E,2000,0,0,0,0,0,0,NaN,NaN,16.547698230500004,0,0,0,0,0,0
CB3.3E,2001,2.431242418,4.42044076,0,0,2.431242418,4.42044076,Inf,Inf,16.547698230500004,0.14692329918845384,0,0.14692329918845384,0.13855145640696762,0,0.13855145640696762
CB3.3E,2002,0,0,2.431242418,4.42044076,-2.431242418,-4.42044076,-1,-1,16.547698230500004,0,0.14692329918845384,-0.14692329918845384,0,0.13855145640696762,-0.13855145640696762
CB3.3E,2003,1.1181529920000002,2.03300544,0,0,1.1181529920000002,2.03300544,Inf,Inf,16.547698230500004,0.06757151214777828,0,0.06757151214777828,0.06372121693025201,0,0.06372121693025201
CB3.3E,2004,0,0,1.1181529920000002,2.03300544,-1.1181529920000002,-2.03300544,-1,-1,16.547698230500004,0,0.06757151214777828,-0.06757151214777828,0,0.06372121693025201,-0.06372121693025201
CB3.3E,2005,0,0,0,0,0,0,NaN,NaN,16.547698230500004,0,0,0,0,0,0
CB3.3E,2006,0,0,0,0,0,0,NaN,NaN,16.547698230500004,0,0,0,0,0,0
CB3.3E,2007,0,0,0,0,0,0,NaN,NaN,16.547698230500004,0,0,0,0,0,0
CB3.3E,2008,0,0,0,0,0,0,NaN,NaN,16.547698230500004,0,0,0,0,0,0
CB3.3E,2009,0,0,0,0,0,0,NaN,NaN,16.547698230500004,0,0,0,0,0,0
CB3.3E,2010,0,0,0,0,0,0,NaN,NaN,16.547698230500004,0,0,0,0,0,0
CB3.3E,2011,0,0,0,0,0,0,NaN,NaN,16.547698230500004,0,0,0,0,0,0
CB3.3E,2012,0,0,0,0,0,0,NaN,NaN,16.547698230500004,0,0,0,0,0,0
CB3.3E,2013,0,0,0,0,0,0,NaN,NaN,16.547698230500004,0,0,0,0,0,0
CB3.3E,2014,0,0,0,0,0,0,NaN,NaN,16.547698230500004,0,0,0,0,0,0
CB3.3E,2015,3.3156857885,3.90080681,0,0,3.3156857885,3.90080681,Inf,Inf,16.547698230500004,0.2003714197778076,0,0.2003714197778076,0.12226438358326003,0,0.12226438358326003
CB3.3E,2016,0.2668124995,0.43023385000000003,3.3156857885,3.90080681,-3.0488732890000003,-3.47057296,-0.9195302219452149,-0.8897064451135943,16.547698230500004,0.016123843678042347,0.2003714197778076,-0.18424757609976525,0.013484973501392846,0.12226438358326003,-0.10877941008186719
CB3.3E,2017,0,0,0.2668124995,0.43023385000000003,-0.2668124995,-0.43023385000000003,-1,-1,16.547698230500004,0,0.016123843678042347,-0.016123843678042347,0,0.013484973501392846,-0.013484973501392846
CB3.3E,2018,0,0,0,0,0,0,NaN,NaN,16.547698230500004,0,0,0,0,0,0
CB3.3E,2019,3.2254068124999997,8.03996269,0,0,3.2254068124999997,8.03996269,Inf,Inf,16.547698230500004,0.19491573798191877,0,0.19491573798191877,0.25199942735058417,0,0.25199942735058417
CB3.3W,1984,0,0,NA,NA,NA,NA,NA,NA,8.391530484,0,NA,NA,0,NA,NA
CB3.3W,1985,8.391527922,11.46758532,0,0,8.391527922,11.46758532,Inf,Inf,8.391530484,0.9999996946921654,0,0.9999996946921654,0.7246365932659123,0,0.7246365932659123
CB3.3W,1986,0,0,8.391527922,11.46758532,-8.391527922,-11.46758532,-1,-1,8.391530484,0,0.9999996946921654,-0.9999996946921654,0,0.7246365932659123,-0.7246365932659123
CB3.3W,1987,0,0,0,0,0,0,NaN,NaN,8.391530484,0,0,0,0,0,0
CB3.3W,1989,0,0,0,0,0,0,NaN,NaN,8.391530484,0,0,0,0,0,0
CB3.3W,1990,0,0,0,0,0,0,NaN,NaN,8.391530484,0,0,0,0,0,0
CB3.3W,1991,0,0,0,0,0,0,NaN,NaN,8.391530484,0,0,0,0,0,0
CB3.3W,1992,0,0,0,0,0,0,NaN,NaN,8.391530484,0,0,0,0,0,0
CB3.3W,1993,0,0,0,0,0,0,NaN,NaN,8.391530484,0,0,0,0,0,0
CB3.3W,1994,0,0,0,0,0,0,NaN,NaN,8.391530484,0,0,0,0,0,0
