SUBEST_ID,Year,Density,SAVAreaHa,NDPD
CB202,2002,3,0.00 ,
CB202,2002,4,0.00 ,
CB203,2002,1,0.00 ,
CB203,2002,2,0.00 ,
CB203,2002,3,0.00 ,
CB203,2002,4,0.00 ,
CB204,2002,1,0.00 ,
CB204,2002,2,0.00 ,
CB204,2002,3,0.00 ,
CB204,2002,4,0.00 ,
CB301,2002,1,0.00 ,
CB301,2002,2,0.00 ,
CB301,2002,3,0.00 ,
CB301,2002,4,0.00 ,
CB401,2002,1,13.31 ,
CB401,2002,2,27.19 ,
CB401,2002,3,180.48 ,
CB401,2002,4,63.04 ,
CB404,2002,1,57.20 ,
CB404,2002,2,2.29 ,
CB404,2002,3,0.00 ,
CB404,2002,4,0.00 ,
CB501,2002,1,0.00 ,
CB501,2002,2,0.00 ,
CB501,2002,3,0.00 ,
CB501,2002,4,0.00 ,
CB502,2002,1,0.00 ,
CB502,2002,2,0.00 ,
CB502,2002,3,0.00 ,
CB502,2002,4,0.00 ,
CB503,2002,1,18.07 ,
CB503,2002,2,23.85 ,
CB503,2002,3,23.52 ,
CB503,2002,4,33.35 ,
CB504,2002,1,0.00 ,
CB504,2002,2,0.00 ,
CB504,2002,3,0.00 ,
CB504,2002,4,0.00 ,
CB505,2002,1,0.00 ,
CB505,2002,2,0.00 ,
CB505,2002,3,0.00 ,
CB505,2002,4,0.00 ,
CB601,2002,1,0.00 ,
CB601,2002,2,0.00 ,
CB601,2002,3,0.00 ,
CB601,2002,4,0.00 ,
CB602,2002,1,0.00 ,
CB602,2002,2,0.00 ,
CB602,2002,3,0.00 ,
CB602,2002,4,0.00 ,
CB603,2002,1,0.00 ,
CB603,2002,2,0.00 ,
CB603,2002,3,0.00 ,
CB603,2002,4,0.00 ,
CB701,2002,1,0.00 ,
CB701,2002,2,7.88 ,
CB701,2002,3,2.53 ,
CB701,2002,4,4.94 ,
CB702,2002,1,0.00 ,
CB702,2002,2,0.00 ,
CB702,2002,3,0.00 ,
CB702,2002,4,0.00 ,
CB703,2002,1,12.02 ,
CB703,2002,2,8.96 ,
CB703,2002,3,13.74 ,
CB703,2002,4,5.28 ,
CB704,2002,1,0.00 ,
CB704,2002,2,0.00 ,
CB704,2002,3,0.00 ,
CB704,2002,4,0.00 ,
CB705,2002,1,5.15 ,
CB705,2002,2,9.63 ,
CB705,2002,3,18.65 ,
CB705,2002,4,1.80 ,
CB706,2002,1,0.00 ,
CB706,2002,2,0.00 ,
CB706,2002,3,0.00 ,
CB706,2002,4,0.00 ,
CB707,2002,1,0.00 ,
CB707,2002,2,0.00 ,
CB707,2002,3,0.00 ,
CB707,2002,4,0.00 ,
CB708,2002,1,0.94 ,
CB708,2002,2,7.56 ,
CB708,2002,3,8.75 ,
CB708,2002,4,4.84 ,
CB709,2002,1,0.00 ,
CB709,2002,2,0.00 ,
CB709,2002,3,0.00 ,
CB709,2002,4,0.00 ,
CB801,2002,1,0.00 ,
CB801,2002,2,0.00 ,
CB801,2002,3,0.00 ,
CB801,2002,4,0.00 ,
CHO01,2002,1,18.77 ,
CHO01,2002,2,83.79 ,
CHO01,2002,3,252.89 ,
CHO01,2002,4,0.00 ,
CHO02,2002,1,15.41 ,
CHO02,2002,2,99.19 ,
CHO02,2002,3,671.54 ,
CHO02,2002,4,174.48 ,
CHO03,2002,1,6.26 ,
CHO03,2002,2,19.84 ,
CHO03,2002,3,88.65 ,
CHO03,2002,4,32.69 ,
CHS01,2002,1,0.00 ,
CHS01,2002,2,0.00 ,
CHS01,2002,3,0.00 ,
CHS01,2002,4,0.00 ,
CHS02,2002,1,0.00 ,
CHS02,2002,2,0.00 ,
CHS02,2002,3,0.00 ,
CHS02,2002,4,0.00 ,
CHS03,2002,1,0.00 ,
CHS03,2002,2,0.00 ,
CHS03,2002,3,0.00 ,
CHS03,2002,4,0.00 ,
CHS04,2002,1,0.00 ,
CHS04,2002,2,0.00 ,
CHS04,2002,3,0.00 ,
CHS04,2002,4,0.00 ,
CHS05,2002,1,0.00 ,
CHS05,2002,2,0.00 ,
CHS05,2002,3,0.00 ,
CHS05,2002,4,0.00 ,
EAS01,2002,1,1.50 ,
EAS01,2002,2,22.16 ,
EAS01,2002,3,27.59 ,
EAS01,2002,4,9.07 ,
EAS02,2002,1,0.00 ,
EAS02,2002,2,0.00 ,
EAS02,2002,3,0.00 ,
EAS02,2002,4,68.55 ,
EAS03,2002,1,0.00 ,
EAS03,2002,2,20.32 ,
EAS03,2002,3,0.76 ,
EAS03,2002,4,0.00 ,
EAS04,2002,1,3.95 ,
EAS04,2002,2,41.26 ,
EAS04,2002,3,5.36 ,
EAS04,2002,4,2.54 ,
ELK01,2002,1,0.00 ,
ELK01,2002,2,0.00 ,
ELK01,2002,3,0.00 ,
ELK01,2002,4,0.00 ,
ELK02,2002,1,0.00 ,
ELK02,2002,2,0.00 ,
ELK02,2002,3,0.00 ,
ELK02,2002,4,0.00 ,
FSB01,2002,1,17.06 ,
FSB01,2002,2,12.65 ,
FSB01,2002,3,12.67 ,
FSB01,2002,4,2.53 ,
GUN01,2002,1,0.00 ,
GUN01,2002,2,0.00 ,
GUN01,2002,3,0.00 ,
GUN01,2002,4,0.00 ,
HNG01,2002,1,206.97 ,
HNG01,2002,2,303.07 ,
HNG01,2002,3,"2,655.15 ",
HNG01,2002,4,51.04 ,
JMS01,2002,1,0.00 ,
JMS01,2002,2,0.00 ,
JMS01,2002,3,0.00 ,
JMS01,2002,4,0.00 ,
JMS02,2002,1,0.00 ,
JMS02,2002,2,0.00 ,
JMS02,2002,3,0.00 ,
JMS02,2002,4,0.00 ,
JMS03,2002,1,0.00 ,
JMS03,2002,2,0.00 ,
JMS03,2002,3,0.00 ,
JMS03,2002,4,0.00 ,
JMS04,2002,1,0.00 ,
JMS04,2002,2,0.00 ,
JMS04,2002,3,0.00 ,
JMS04,2002,4,0.00 ,
JMS05,2002,1,0.00 ,
JMS05,2002,2,0.00 ,
JMS05,2002,3,0.00 ,
JMS05,2002,4,0.00 ,
JMS06,2002,1,0.00 ,
JMS06,2002,2,0.00 ,
JMS06,2002,3,0.00 ,
JMS06,2002,4,0.00 ,
JMS07,2002,1,0.00 ,
JMS07,2002,2,0.00 ,
JMS07,2002,3,0.00 ,
JMS07,2002,4,0.00 ,
LCH01,2002,1,27.66 ,
LCH01,2002,2,339.03 ,
LCH01,2002,3,149.04 ,
LCH01,2002,4,42.99 ,
LYN01,2002,1,0.51 ,
LYN01,2002,2,7.99 ,
LYN01,2002,3,3.07 ,
LYN01,2002,4,0.46 ,
MAG01,2002,1,0.00 ,
MAG01,2002,2,0.00 ,
MAG01,2002,3,0.00 ,
MAG01,2002,4,0.00 ,
MAN01,2002,1,3.07 ,
MAN01,2002,2,7.34 ,
MAN01,2002,3,35.60 ,
MAN01,2002,4,1.62 ,
MID01,2002,1,0.00 ,
MID01,2002,2,0.00 ,
MID01,2002,3,0.00 ,
MID01,2002,4,0.00 ,
MNB01,2002,1,0.00 ,
MNB01,2002,2,0.00 ,
MNB01,2002,3,0.00 ,
MNB01,2002,4,0.00 ,
MOB01,2002,1,0.00 ,
MOB01,2002,2,0.00 ,
MOB01,2002,3,0.00 ,
MOB01,2002,4,0.00 ,
MOB02,2002,1,0.00 ,
MOB02,2002,2,0.00 ,
MOB02,2002,3,0.00 ,
MOB02,2002,4,0.00 ,
MOB03,2002,1,0.00 ,
MOB03,2002,2,0.00 ,
MOB03,2002,3,0.00 ,
MOB03,2002,4,0.00 ,
MOB04,2002,1,0.00 ,
MOB04,2002,2,0.00 ,
MOB04,2002,3,0.00 ,
MOB04,2002,4,0.00 ,
NAN01,2002,1,0.00 ,
NAN01,2002,2,0.00 ,
NAN01,2002,3,0.00 ,
NAN01,2002,4,0.00 ,
NAN02,2002,1,0.00 ,
NAN02,2002,2,0.00 ,
NAN02,2002,3,0.00 ,
NAN02,2002,4,0.00 ,
NAN03,2002,1,0.00 ,
NAN03,2002,2,0.00 ,
NAN03,2002,3,0.00 ,
NAN03,2002,4,0.00 ,
NAN04,2002,1,0.00 ,
NAN04,2002,2,0.00 ,
NAN04,2002,3,0.00 ,
NAN04,2002,4,0.00 ,
NAN05,2002,1,0.00 ,
NAN05,2002,2,0.00 ,
NAN05,2002,3,0.00 ,
NAN05,2002,4,0.00 ,
NOR01,2002,1,0.00 ,
NOR01,2002,2,0.00 ,
NOR01,2002,3,0.00 ,
NOR01,2002,4,0.00 ,
PAT01,2002,1,0.00 ,
PAT01,2002,2,0.00 ,
PAT01,2002,3,0.00 ,
PAT01,2002,4,0.00 ,
PAT02,2002,1,0.00 ,
PAT02,2002,2,0.00 ,
PAT02,2002,3,0.00 ,
PAT02,2002,4,0.00 ,
PAT05,2002,1,0.00 ,
PAT05,2002,2,0.00 ,
PAT05,2002,3,0.00 ,
PAT05,2002,4,0.00 ,
PAT06,2002,1,0.00 ,
PAT06,2002,2,0.00 ,
PAT06,2002,3,0.00 ,
PAT06,2002,4,0.00 ,
PAT07,2002,1,0.00 ,
PAT07,2002,2,0.00 ,
PAT07,2002,3,0.00 ,
PAT07,2002,4,0.00 ,
PAT08,2002,1,0.00 ,
PAT08,2002,2,0.00 ,
PAT08,2002,3,0.00 ,
PAT08,2002,4,0.00 ,
PAT11,2002,1,0.00 ,
PAT11,2002,2,0.00 ,
PAT11,2002,3,0.00 ,
PAT11,2002,4,0.00 ,
PAX01,2002,1,0.00 ,
PAX01,2002,2,0.00 ,
PAX01,2002,3,0.16 ,
PAX01,2002,4,0.00 ,
PAX02,2002,1,0.00 ,
PAX02,2002,2,1.07 ,
PAX02,2002,3,0.00 ,
PAX02,2002,4,0.00 ,
PAX03,2002,1,0.00 ,
PAX03,2002,2,0.23 ,
PAX03,2002,3,0.00 ,
PAX03,2002,4,0.00 ,
PAX04,2002,1,0.00 ,
PAX04,2002,2,0.00 ,
PAX04,2002,3,0.00 ,
PAX04,2002,4,0.00 ,
PIA01,2002,1,14.59 ,
PIA01,2002,2,20.99 ,
PIA01,2002,3,3.65 ,
PIA01,2002,4,12.57 ,
POC01,2002,1,0.00 ,
POC01,2002,2,0.00 ,
POC01,2002,3,0.00 ,
POC01,2002,4,0.00 ,
POC02,2002,1,0.00 ,
POC02,2002,2,0.00 ,
POC02,2002,3,0.00 ,
POC02,2002,4,0.00 ,
POC04,2002,1,2.34 ,
POC04,2002,2,10.78 ,
POC04,2002,3,82.81 ,
POC04,2002,4,72.01 ,
POT02,2002,1,34.48 ,
POT02,2002,2,26.96 ,
POT02,2002,3,86.49 ,
POT02,2002,4,387.01 ,
POT03,2002,1,8.11 ,
POT03,2002,2,3.73 ,
POT03,2002,3,6.94 ,
POT03,2002,4,7.02 ,
POT04,2002,1,5.64 ,
POT04,2002,2,9.32 ,
POT04,2002,3,32.20 ,
POT04,2002,4,91.89 ,
POT05,2002,1,3.05 ,
POT05,2002,2,10.69 ,
POT05,2002,3,24.78 ,
POT05,2002,4,2.03 ,
POT07,2002,1,0.00 ,
POT07,2002,2,0.00 ,
POT07,2002,3,0.00 ,
POT07,2002,4,0.00 ,
POT08,2002,1,0.00 ,
POT08,2002,2,0.00 ,
POT08,2002,3,0.00 ,
POT08,2002,4,0.00 ,
POT09,2002,1,0.00 ,
POT09,2002,2,0.00 ,
POT09,2002,3,0.00 ,
POT09,2002,4,0.00 ,
POT1,2002,1,0.00 ,
POT1,2002,2,0.00 ,
POT1,2002,3,0.00 ,
POT1,2002,4,0.00 ,
POT10,2002,1,0.00 ,
POT10,2002,2,0.00 ,
POT10,2002,3,0.00 ,
POT10,2002,4,0.00 ,
POT11,2002,1,0.00 ,
POT11,2002,2,0.00 ,
POT11,2002,3,0.00 ,
POT11,2002,4,0.00 ,
POT12,2002,1,0.00 ,
POT12,2002,2,0.00 ,
POT12,2002,3,0.00 ,
POT12,2002,4,0.00 ,
POT13,2002,1,0.00 ,
POT13,2002,2,0.00 ,
POT13,2002,3,0.00 ,
POT13,2002,4,0.00 ,
POT14,2002,1,0.00 ,
POT14,2002,2,0.00 ,
POT14,2002,3,0.00 ,
POT14,2002,4,0.00 ,
POT15,2002,1,1.10 ,
POT15,2002,2,0.00 ,
POT15,2002,3,0.00 ,
POT15,2002,4,0.00 ,
POT16,2002,1,24.31 ,
POT16,2002,2,7.01 ,
POT16,2002,3,14.34 ,
POT16,2002,4,21.84 ,
POT17,2002,1,1.20 ,
POT17,2002,2,0.00 ,
POT17,2002,3,2.81 ,
POT17,2002,4,0.00 ,
POT18,2002,1,0.00 ,
POT18,2002,2,0.00 ,
POT18,2002,3,0.00 ,
POT18,2002,4,0.00 ,
POT19,2002,1,0.00 ,
POT19,2002,2,0.00 ,
POT19,2002,3,0.00 ,
POT19,2002,4,0.00 ,
POT20,2002,1,0.00 ,
POT20,2002,2,0.00 ,
POT20,2002,3,0.00 ,
POT20,2002,4,0.00 ,
POT21,2002,1,0.00 ,
POT21,2002,2,0.00 ,
POT21,2002,3,0.00 ,
POT21,2002,4,0.00 ,
POT22,2002,1,0.00 ,
POT22,2002,2,0.00 ,
POT22,2002,3,0.00 ,
POT22,2002,4,0.00 ,
POT23,2002,1,0.00 ,
POT23,2002,2,0.00 ,
POT23,2002,3,0.00 ,
POT23,2002,4,0.00 ,
RHD01,2002,1,0.00 ,
RHD01,2002,2,0.00 ,
RHD01,2002,3,0.00 ,
RHD01,2002,4,0.00 ,
RPP01,2002,1,72.04 ,
RPP01,2002,2,33.81 ,
RPP01,2002,3,222.85 ,
RPP01,2002,4,67.13 ,
RPP02,2002,1,0.00 ,
RPP02,2002,2,0.00 ,
RPP02,2002,3,0.00 ,
RPP02,2002,4,0.00 ,
RPP03,2002,1,0.00 ,
RPP03,2002,2,0.00 ,
RPP03,2002,3,0.00 ,
RPP03,2002,4,0.00 ,
RPP04,2002,1,0.00 ,
RPP04,2002,2,0.00 ,
RPP04,2002,3,0.00 ,
RPP04,2002,4,0.00 ,
RPP05,2002,1,0.00 ,
RPP05,2002,2,0.00 ,
RPP05,2002,3,0.00 ,
RPP05,2002,4,0.00 ,
RPP06,2002,1,0.00 ,
RPP06,2002,2,0.00 ,
RPP06,2002,3,0.00 ,
RPP06,2002,4,0.00 ,
SAS01,2002,1,0.00 ,
SAS01,2002,2,0.00 ,
SAS01,2002,3,0.00 ,
SAS01,2002,4,0.00 ,
SEV01,2002,1,0.00 ,
SEV01,2002,2,0.00 ,
SEV01,2002,3,0.00 ,
SEV01,2002,4,0.00 ,
SOU01,2002,1,0.00 ,
SOU01,2002,2,0.00 ,
SOU01,2002,3,14.41 ,
SOU01,2002,4,0.00 ,
WIC01,2002,1,0.00 ,
WIC01,2002,2,0.00 ,
WIC01,2002,3,0.00 ,
WIC01,2002,4,0.00 ,
WST01,2002,1,0.00 ,
WST01,2002,2,0.00 ,
WST01,2002,3,0.00 ,
WST01,2002,4,0.00 ,
YRK01,2002,1,0.00 ,
YRK01,2002,2,0.00 ,
YRK01,2002,3,0.00 ,
YRK01,2002,4,0.00 ,
YRK02,2002,1,0.00 ,
YRK02,2002,2,0.00 ,
YRK02,2002,3,0.00 ,
YRK02,2002,4,0.00 ,
BAC01,2003,1,0.00 ,
BAC01,2003,2,0.00 ,
BAC01,2003,3,0.00 ,
BAC01,2003,4,0.00 ,
BIG01,2003,1,1.09 ,
BIG01,2003,2,11.24 ,
BIG01,2003,3,7.27 ,
BIG01,2003,4,9.53 ,
BSH01,2003,1,0.00 ,
BSH01,2003,2,0.00 ,
BSH01,2003,3,0.00 ,
BSH01,2003,4,0.00 ,
CB101,2003,1,0.00 ,
CB101,2003,2,0.00 ,
CB101,2003,3,0.00 ,
CB101,2003,4,0.00 ,
CB201,2003,1,0.00 ,
CB201,2003,2,0.00 ,
CB201,2003,3,0.00 ,
CB201,2003,4,0.00 ,
CB202,2003,1,0.00 ,
CB202,2003,2,0.00 ,
CB202,2003,3,0.00 ,
CB202,2003,4,0.00 ,
CB203,2003,1,0.00 ,
CB203,2003,2,0.00 ,
CB203,2003,3,0.00 ,
CB203,2003,4,0.00 ,
CB204,2003,1,0.00 ,
CB204,2003,2,0.00 ,
CB204,2003,3,0.00 ,
CB204,2003,4,0.00 ,
CB301,2003,1,0.00 ,
CB301,2003,2,0.00 ,
CB301,2003,3,0.00 ,
CB301,2003,4,0.00 ,
CB401,2003,1,30.01 ,
CB401,2003,2,57.02 ,
CB401,2003,3,62.96 ,
CB401,2003,4,63.13 ,
CB404,2003,1,1.36 ,
CB404,2003,2,0.00 ,
CB404,2003,3,7.29 ,
CB404,2003,4,0.00 ,
CB501,2003,1,0.00 ,
CB501,2003,2,0.00 ,
CB501,2003,3,0.00 ,
CB501,2003,4,0.00 ,
CB502,2003,1,0.00 ,
CB502,2003,2,0.00 ,
CB502,2003,3,0.00 ,
CB502,2003,4,0.00 ,
CB503,2003,1,0.00 ,
CB503,2003,2,0.00 ,
CB503,2003,3,0.00 ,
CB503,2003,4,0.00 ,
CB504,2003,1,0.00 ,
CB504,2003,2,0.00 ,
CB504,2003,3,0.00 ,
CB504,2003,4,0.00 ,
CB505,2003,1,0.00 ,
CB505,2003,2,0.00 ,
CB505,2003,3,0.00 ,
CB505,2003,4,0.00 ,
CB601,2003,1,0.00 ,
CB601,2003,2,0.00 ,
CB601,2003,3,0.00 ,
CB601,2003,4,0.00 ,
CB602,2003,1,0.00 ,
CB602,2003,2,0.00 ,
CB602,2003,3,0.00 ,
CB602,2003,4,0.00 ,
CB603,2003,1,0.00 ,
CB603,2003,2,0.00 ,
CB603,2003,3,0.00 ,
CB603,2003,4,0.00 ,
CB701,2003,1,0.00 ,
CB701,2003,2,0.00 ,
CB701,2003,3,0.00 ,
CB701,2003,4,0.00 ,
CB702,2003,1,0.00 ,
CB702,2003,2,0.00 ,
CB702,2003,3,0.00 ,
CB702,2003,4,0.00 ,
CB703,2003,1,24.92 ,
CB703,2003,2,0.00 ,
CB703,2003,3,3.87 ,
CB703,2003,4,0.00 ,
CB704,2003,1,0.00 ,
CB704,2003,2,0.00 ,
CB704,2003,3,0.00 ,
CB704,2003,4,0.00 ,
CB705,2003,1,20.19 ,
CB705,2003,2,4.16 ,
CB705,2003,3,0.00 ,
CB705,2003,4,0.00 ,
CB706,2003,1,0.00 ,
CB706,2003,2,0.00 ,
CB706,2003,3,0.00 ,
CB706,2003,4,0.00 ,
CB707,2003,1,0.00 ,
CB707,2003,2,0.00 ,
CB707,2003,3,0.00 ,
CB707,2003,4,0.00 ,
CB708,2003,1,10.94 ,
CB708,2003,2,13.18 ,
CB708,2003,3,2.69 ,
CB708,2003,4,0.48 ,
CB709,2003,1,0.00 ,
CB709,2003,2,0.00 ,
CB709,2003,3,0.00 ,
CB709,2003,4,0.00 ,
CB801,2003,1,0.00 ,
CB801,2003,2,0.00 ,
CB801,2003,3,0.00 ,
CB801,2003,4,0.00 ,
CHO01,2003,1,0.00 ,
CHO01,2003,2,67.72 ,
CHO01,2003,3,41.52 ,
CHO01,2003,4,0.00 ,
CHO02,2003,1,41.24 ,
CHO02,2003,2,192.56 ,
CHO02,2003,3,207.34 ,
CHO02,2003,4,59.36 ,
CHO03,2003,1,11.88 ,
CHO03,2003,2,25.30 ,
CHO03,2003,3,0.00 ,
CHO03,2003,4,0.00 ,
CHS01,2003,1,0.00 ,
CHS01,2003,2,0.00 ,
CHS01,2003,3,0.00 ,
CHS01,2003,4,0.00 ,
CHS02,2003,1,0.00 ,
CHS02,2003,2,0.00 ,
CHS02,2003,3,0.00 ,
CHS02,2003,4,0.00 ,
CHS03,2003,1,0.00 ,
CHS03,2003,2,0.00 ,
CHS03,2003,3,0.00 ,
CHS03,2003,4,0.00 ,
CHS04,2003,1,0.00 ,
CHS04,2003,2,0.00 ,
CHS04,2003,3,0.00 ,
CHS04,2003,4,0.00 ,
CHS05,2003,1,0.00 ,
CHS05,2003,2,0.00 ,
CHS05,2003,3,0.00 ,
CHS05,2003,4,0.00 ,
EAS01,2003,1,0.00 ,
EAS01,2003,2,28.03 ,
EAS01,2003,3,11.98 ,
EAS01,2003,4,0.97 ,
EAS02,2003,1,4.55 ,
EAS02,2003,2,28.04 ,
EAS02,2003,3,28.85 ,
EAS02,2003,4,0.00 ,
EAS03,2003,1,0.00 ,
EAS03,2003,2,0.00 ,
EAS03,2003,3,0.00 ,
EAS03,2003,4,0.00 ,
EAS04,2003,1,0.00 ,
EAS04,2003,2,5.06 ,
EAS04,2003,3,0.00 ,
EAS04,2003,4,0.00 ,
ELK01,2003,1,0.00 ,
ELK01,2003,2,0.00 ,
ELK01,2003,3,0.00 ,
ELK01,2003,4,0.00 ,
ELK02,2003,1,0.00 ,
ELK02,2003,2,0.00 ,
ELK02,2003,3,0.00 ,
ELK02,2003,4,0.00 ,
FSB01,2003,1,2.39 ,
FSB01,2003,2,3.71 ,
FSB01,2003,3,0.00 ,
FSB01,2003,4,0.00 ,
GUN01,2003,1,0.00 ,
GUN01,2003,2,0.00 ,
GUN01,2003,3,0.00 ,
GUN01,2003,4,0.00 ,
HNG01,2003,1,105.09 ,
HNG01,2003,2,513.89 ,
HNG01,2003,3,760.40 ,
HNG01,2003,4,81.30 ,
JMS01,2003,1,0.00 ,
JMS01,2003,2,0.00 ,
JMS01,2003,3,0.00 ,
JMS01,2003,4,0.00 ,
JMS02,2003,1,0.00 ,
JMS02,2003,2,0.00 ,
JMS02,2003,3,0.00 ,
JMS02,2003,4,0.00 ,
JMS03,2003,1,0.00 ,
JMS03,2003,2,0.00 ,
JMS03,2003,3,0.00 ,
JMS03,2003,4,0.00 ,
JMS04,2003,1,0.00 ,
JMS04,2003,2,0.00 ,
JMS04,2003,3,0.00 ,
JMS04,2003,4,0.00 ,
JMS05,2003,1,0.00 ,
JMS05,2003,2,0.00 ,
JMS05,2003,3,0.00 ,
JMS05,2003,4,0.00 ,
JMS06,2003,1,0.00 ,
JMS06,2003,2,0.00 ,
JMS06,2003,3,0.00 ,
JMS06,2003,4,0.00 ,
JMS07,2003,1,0.00 ,
JMS07,2003,2,0.00 ,
JMS07,2003,3,0.00 ,
JMS07,2003,4,0.00 ,
LCH01,2003,1,36.01 ,
LCH01,2003,2,109.12 ,
LCH01,2003,3,41.09 ,
LCH01,2003,4,6.15 ,
LYN01,2003,1,0.00 ,
LYN01,2003,2,0.00 ,
LYN01,2003,3,0.00 ,
LYN01,2003,4,0.00 ,
MAG01,2003,1,0.00 ,
MAG01,2003,2,0.00 ,
MAG01,2003,3,0.00 ,
MAG01,2003,4,0.00 ,
MAN01,2003,1,2.66 ,
MAN01,2003,2,10.39 ,
MAN01,2003,3,0.00 ,
MAN01,2003,4,0.00 ,
MID01,2003,1,0.00 ,
MID01,2003,2,0.00 ,
MID01,2003,3,0.00 ,
MID01,2003,4,0.00 ,
MNB01,2003,1,0.00 ,
MNB01,2003,2,0.00 ,
MNB01,2003,3,0.00 ,
MNB01,2003,4,0.00 ,
MOB01,2003,1,0.00 ,
MOB01,2003,2,0.00 ,
MOB01,2003,3,0.00 ,
MOB01,2003,4,0.00 ,
MOB02,2003,1,0.00 ,
MOB02,2003,2,0.00 ,
MOB02,2003,3,0.00 ,
MOB02,2003,4,0.00 ,
MOB03,2003,1,0.00 ,
MOB03,2003,2,0.00 ,
MOB03,2003,3,0.00 ,
MOB03,2003,4,0.00 ,
MOB04,2003,1,0.00 ,
MOB04,2003,2,0.00 ,
MOB04,2003,3,0.00 ,
MOB04,2003,4,0.00 ,
NAN01,2003,1,0.00 ,
NAN01,2003,2,0.00 ,
NAN01,2003,3,0.00 ,
NAN01,2003,4,0.00 ,
NAN02,2003,1,0.00 ,
NAN02,2003,2,0.00 ,
NAN02,2003,3,0.00 ,
NAN02,2003,4,0.00 ,
NAN03,2003,1,0.00 ,
NAN03,2003,2,0.00 ,
NAN03,2003,3,0.00 ,
NAN03,2003,4,0.00 ,
NAN04,2003,1,0.00 ,
NAN04,2003,2,0.00 ,
NAN04,2003,3,0.00 ,
NAN04,2003,4,0.00 ,
NAN05,2003,1,0.00 ,
NAN05,2003,2,0.00 ,
NAN05,2003,3,0.00 ,
NAN05,2003,4,0.00 ,
NOR01,2003,1,0.00 ,
NOR01,2003,2,0.00 ,
NOR01,2003,3,0.00 ,
NOR01,2003,4,0.00 ,
PAT01,2003,1,0.00 ,
PAT01,2003,2,0.00 ,
PAT01,2003,3,0.00 ,
PAT01,2003,4,0.00 ,
PAT02,2003,1,0.00 ,
PAT02,2003,2,0.00 ,
PAT02,2003,3,0.00 ,
PAT02,2003,4,0.00 ,
PAT05,2003,1,0.00 ,
PAT05,2003,2,0.00 ,
PAT05,2003,3,0.00 ,
PAT05,2003,4,0.00 ,
PAT06,2003,1,0.00 ,
PAT06,2003,2,0.00 ,
PAT06,2003,3,0.00 ,
PAT06,2003,4,0.00 ,
PAT07,2003,1,0.00 ,
PAT07,2003,2,0.00 ,
PAT07,2003,3,0.00 ,
PAT07,2003,4,0.00 ,
PAT08,2003,1,0.00 ,
PAT08,2003,2,0.00 ,
PAT08,2003,3,0.00 ,
PAT08,2003,4,0.00 ,
PAT11,2003,1,0.00 ,
PAT11,2003,2,0.00 ,
PAT11,2003,3,0.00 ,
PAT11,2003,4,0.00 ,
PAX01,2003,1,0.00 ,
PAX01,2003,2,0.00 ,
PAX01,2003,3,0.00 ,
PAX01,2003,4,0.00 ,
PAX02,2003,1,0.00 ,
PAX02,2003,2,0.00 ,
PAX02,2003,3,0.00 ,
PAX02,2003,4,0.00 ,
PAX03,2003,1,0.00 ,
PAX03,2003,2,0.00 ,
PAX03,2003,3,0.00 ,
PAX03,2003,4,0.00 ,
PAX04,2003,1,0.00 ,
PAX04,2003,2,0.00 ,
PAX04,2003,3,0.00 ,
PAX04,2003,4,0.00 ,
PIA01,2003,1,0.21 ,
PIA01,2003,2,19.00 ,
PIA01,2003,3,0.00 ,
PIA01,2003,4,0.00 ,
POC01,2003,1,0.00 ,
POC01,2003,2,0.00 ,
POC01,2003,3,0.00 ,
POC01,2003,4,0.00 ,
POC02,2003,1,0.00 ,
POC02,2003,2,0.00 ,
POC02,2003,3,0.00 ,
POC02,2003,4,0.00 ,
POC04,2003,1,11.38 ,
POC04,2003,2,54.79 ,
POC04,2003,3,29.21 ,
POC04,2003,4,1.71 ,
POT02,2003,1,64.10 ,
POT02,2003,2,87.35 ,
POT02,2003,3,228.32 ,
POT02,2003,4,108.89 ,
POT03,2003,1,13.11 ,
POT03,2003,2,11.21 ,
POT03,2003,3,4.07 ,
POT03,2003,4,1.69 ,
POT04,2003,1,24.42 ,
POT04,2003,2,40.48 ,
POT04,2003,3,9.00 ,
POT04,2003,4,54.92 ,
POT05,2003,1,5.36 ,pd
POT05,2003,2,3.17 ,pd
POT05,2003,3,14.27 ,pd
POT05,2003,4,15.32 ,pd
POT07,2003,1,0.00 ,
POT07,2003,2,0.00 ,
POT07,2003,3,0.00 ,
POT07,2003,4,0.00 ,
POT08,2003,1,0.00 ,
POT08,2003,2,0.00 ,
POT08,2003,3,0.00 ,
POT08,2003,4,0.00 ,
POT09,2003,1,0.00 ,
POT09,2003,2,0.00 ,
POT09,2003,3,0.00 ,
POT09,2003,4,0.00 ,
POT1,2003,1,0.00 ,
POT1,2003,2,0.00 ,
POT1,2003,3,0.00 ,
POT1,2003,4,0.00 ,
POT10,2003,1,0.00 ,
POT10,2003,2,0.00 ,
POT10,2003,3,0.00 ,
POT10,2003,4,0.00 ,
POT11,2003,1,0.00 ,
POT11,2003,2,0.00 ,
POT11,2003,3,0.00 ,
POT11,2003,4,0.00 ,
POT12,2003,1,0.00 ,
POT12,2003,2,0.00 ,
POT12,2003,3,0.00 ,
POT12,2003,4,0.00 ,
POT13,2003,1,0.00 ,
POT13,2003,2,0.00 ,
POT13,2003,3,0.00 ,
POT13,2003,4,0.00 ,
POT14,2003,1,0.00 ,
