SUBEST_ID,Year,Density,SAVAreaHa,NDPD
CB204,1993,2,0.00 ,
CB204,1993,3,0.00 ,
CB204,1993,4,0.00 ,
CB301,1993,1,0.00 ,
CB301,1993,2,0.00 ,
CB301,1993,3,0.00 ,
CB301,1993,4,0.00 ,
CB401,1993,1,0.00 ,
CB401,1993,2,80.40 ,
CB401,1993,3,91.60 ,
CB401,1993,4,23.42 ,
CB404,1993,1,0.00 ,
CB404,1993,2,0.00 ,
CB404,1993,3,0.00 ,
CB404,1993,4,0.00 ,
CB501,1993,1,0.00 ,
CB501,1993,2,0.00 ,
CB501,1993,3,0.00 ,
CB501,1993,4,0.00 ,
CB502,1993,1,0.00 ,
CB502,1993,2,0.00 ,
CB502,1993,3,0.00 ,
CB502,1993,4,0.00 ,
CB503,1993,1,0.00 ,
CB503,1993,2,11.84 ,
CB503,1993,3,0.00 ,
CB503,1993,4,0.00 ,
CB504,1993,1,0.00 ,
CB504,1993,2,0.00 ,
CB504,1993,3,0.00 ,
CB504,1993,4,0.00 ,
CB505,1993,1,0.00 ,
CB505,1993,2,0.00 ,
CB505,1993,3,0.00 ,
CB505,1993,4,0.00 ,
CB601,1993,1,0.00 ,
CB601,1993,2,0.00 ,
CB601,1993,3,0.00 ,
CB601,1993,4,0.00 ,
CB602,1993,1,0.00 ,
CB602,1993,2,0.00 ,
CB602,1993,3,0.00 ,
CB602,1993,4,0.00 ,
CB603,1993,1,0.00 ,
CB603,1993,2,0.00 ,
CB603,1993,3,0.00 ,
CB603,1993,4,0.00 ,
CB701,1993,1,0.00 ,
CB701,1993,2,4.66 ,
CB701,1993,3,2.43 ,
CB701,1993,4,0.00 ,
CB702,1993,1,0.00 ,
CB702,1993,2,0.00 ,
CB702,1993,3,0.00 ,
CB702,1993,4,0.00 ,
CB703,1993,1,0.00 ,
CB703,1993,2,24.06 ,
CB703,1993,3,4.56 ,
CB703,1993,4,0.00 ,
CB704,1993,1,0.00 ,
CB704,1993,2,0.00 ,
CB704,1993,3,0.00 ,
CB704,1993,4,0.00 ,
CB705,1993,1,0.00 ,
CB705,1993,2,7.59 ,
CB705,1993,3,0.32 ,
CB705,1993,4,1.96 ,
CB706,1993,1,0.00 ,
CB706,1993,2,0.00 ,
CB706,1993,3,0.00 ,
CB706,1993,4,0.00 ,
CB707,1993,1,0.00 ,
CB707,1993,2,0.00 ,
CB707,1993,3,0.00 ,
CB707,1993,4,0.00 ,
CB708,1993,1,0.00 ,
CB708,1993,2,42.90 ,
CB708,1993,3,1.39 ,
CB708,1993,4,0.00 ,
CB709,1993,1,0.00 ,
CB709,1993,2,0.00 ,
CB709,1993,3,0.00 ,
CB709,1993,4,0.00 ,
CB801,1993,1,0.00 ,
CB801,1993,2,0.00 ,
CB801,1993,3,0.00 ,
CB801,1993,4,0.00 ,
CHO01,1993,1,0.00 ,
CHO01,1993,2,330.52 ,
CHO01,1993,3,7.18 ,
CHO01,1993,4,4.58 ,
CHO02,1993,1,11.80 ,
CHO02,1993,2,439.41 ,
CHO02,1993,3,154.17 ,
CHO02,1993,4,60.39 ,
CHO03,1993,1,0.00 ,
CHO03,1993,2,0.00 ,
CHO03,1993,3,35.32 ,
CHO03,1993,4,1.70 ,
CHS01,1993,1,0.00 ,
CHS01,1993,2,0.00 ,
CHS01,1993,3,0.00 ,
CHS01,1993,4,0.00 ,
CHS02,1993,1,0.00 ,
CHS02,1993,2,0.00 ,
CHS02,1993,3,0.00 ,
CHS02,1993,4,0.00 ,
CHS03,1993,1,0.00 ,
CHS03,1993,2,0.00 ,
CHS03,1993,3,0.00 ,
CHS03,1993,4,0.00 ,
CHS04,1993,1,0.00 ,
CHS04,1993,2,0.00 ,
CHS04,1993,3,0.00 ,
CHS04,1993,4,0.00 ,
CHS05,1993,1,0.00 ,
CHS05,1993,2,0.00 ,
CHS05,1993,3,0.00 ,
CHS05,1993,4,0.00 ,
EAS01,1993,1,22.96 ,
EAS01,1993,2,10.72 ,
EAS01,1993,3,10.64 ,
EAS01,1993,4,0.00 ,
EAS02,1993,1,8.40 ,
EAS02,1993,2,0.00 ,
EAS02,1993,3,0.54 ,
EAS02,1993,4,0.00 ,
EAS03,1993,1,8.29 ,
EAS03,1993,2,0.00 ,
EAS03,1993,3,13.14 ,
EAS03,1993,4,0.00 ,
EAS04,1993,1,82.32 ,
EAS04,1993,2,6.69 ,
EAS04,1993,3,14.19 ,
EAS04,1993,4,12.79 ,
ELK01,1993,1,0.00 ,
ELK01,1993,2,0.00 ,
ELK01,1993,3,0.00 ,
ELK01,1993,4,0.00 ,
ELK02,1993,1,0.00 ,
ELK02,1993,2,0.00 ,
ELK02,1993,3,0.00 ,
ELK02,1993,4,0.00 ,
FSB01,1993,1,0.00 ,
FSB01,1993,2,15.67 ,
FSB01,1993,3,0.00 ,
FSB01,1993,4,0.00 ,
GUN01,1993,1,0.00 ,
GUN01,1993,2,0.00 ,
GUN01,1993,3,0.00 ,
GUN01,1993,4,0.00 ,
HNG01,1993,1,114.86 ,
HNG01,1993,2,851.49 ,
HNG01,1993,3,774.46 ,
HNG01,1993,4,430.53 ,
JMS01,1993,1,0.00 ,
JMS01,1993,2,0.00 ,
JMS01,1993,3,0.00 ,
JMS01,1993,4,0.00 ,
JMS02,1993,1,0.00 ,
JMS02,1993,2,0.00 ,
JMS02,1993,3,0.00 ,
JMS02,1993,4,0.00 ,
JMS03,1993,1,0.00 ,
JMS03,1993,2,0.00 ,
JMS03,1993,3,0.00 ,
JMS03,1993,4,0.00 ,
JMS04,1993,1,0.00 ,
JMS04,1993,2,0.00 ,
JMS04,1993,3,0.00 ,
JMS04,1993,4,0.00 ,
JMS05,1993,1,0.00 ,
JMS05,1993,2,0.00 ,
JMS05,1993,3,0.00 ,
JMS05,1993,4,0.00 ,
JMS06,1993,1,0.00 ,
JMS06,1993,2,0.00 ,
JMS06,1993,3,0.00 ,
JMS06,1993,4,0.00 ,
JMS07,1993,1,0.00 ,
JMS07,1993,2,0.00 ,
JMS07,1993,3,0.00 ,
JMS07,1993,4,0.00 ,
LCH01,1993,1,0.00 ,
LCH01,1993,2,33.80 ,
LCH01,1993,3,2.45 ,
LCH01,1993,4,0.00 ,
LYN01,1993,1,6.89 ,
LYN01,1993,2,7.39 ,
LYN01,1993,3,2.59 ,
LYN01,1993,4,0.00 ,
MAG01,1993,1,0.00 ,
MAG01,1993,2,0.00 ,
MAG01,1993,3,0.00 ,
MAG01,1993,4,0.00 ,
MAN01,1993,1,0.88 ,
MAN01,1993,2,2.12 ,
MAN01,1993,3,0.00 ,
MAN01,1993,4,0.00 ,
MID01,1993,1,0.00 ,
MID01,1993,2,0.00 ,
MID01,1993,3,0.00 ,
MID01,1993,4,0.00 ,
MNB01,1993,1,0.00 ,
MNB01,1993,2,0.00 ,
MNB01,1993,3,0.00 ,
MNB01,1993,4,0.00 ,
MOB01,1993,1,0.00 ,
MOB01,1993,2,0.00 ,
MOB01,1993,3,0.00 ,
MOB01,1993,4,0.00 ,
MOB02,1993,1,0.00 ,
MOB02,1993,2,0.00 ,
MOB02,1993,3,0.00 ,
MOB02,1993,4,0.00 ,
MOB03,1993,1,0.00 ,
MOB03,1993,2,0.00 ,
MOB03,1993,3,0.00 ,
MOB03,1993,4,0.00 ,
MOB04,1993,1,0.00 ,
MOB04,1993,2,0.00 ,
MOB04,1993,3,0.00 ,
MOB04,1993,4,0.00 ,
NAN01,1993,1,0.00 ,
NAN01,1993,2,0.00 ,
NAN01,1993,3,0.00 ,
NAN01,1993,4,0.00 ,
NAN02,1993,1,0.00 ,
NAN02,1993,2,0.00 ,
NAN02,1993,3,0.00 ,
NAN02,1993,4,0.00 ,
NAN03,1993,1,0.00 ,
NAN03,1993,2,0.00 ,
NAN03,1993,3,0.00 ,
NAN03,1993,4,0.00 ,
NAN04,1993,1,0.00 ,
NAN04,1993,2,0.00 ,
NAN04,1993,3,0.00 ,
NAN04,1993,4,0.00 ,
NAN05,1993,1,0.00 ,
NAN05,1993,2,0.00 ,
NAN05,1993,3,0.00 ,
NAN05,1993,4,0.00 ,
NOR01,1993,1,0.00 ,
NOR01,1993,2,0.00 ,
NOR01,1993,3,0.00 ,
NOR01,1993,4,0.00 ,
PAT01,1993,1,0.00 ,
PAT01,1993,2,0.00 ,
PAT01,1993,3,0.00 ,
PAT01,1993,4,0.00 ,
PAT02,1993,1,0.00 ,
PAT02,1993,2,0.00 ,
PAT02,1993,3,0.00 ,
PAT02,1993,4,0.00 ,
PAT05,1993,1,0.00 ,
PAT05,1993,2,0.00 ,
PAT05,1993,3,0.00 ,
PAT05,1993,4,0.00 ,
PAT06,1993,1,0.00 ,
PAT06,1993,2,0.00 ,
PAT06,1993,3,0.00 ,
PAT06,1993,4,0.00 ,
PAT07,1993,1,0.00 ,
PAT07,1993,2,0.00 ,
PAT07,1993,3,0.00 ,
PAT07,1993,4,0.00 ,
PAT08,1993,1,0.00 ,
PAT08,1993,2,0.00 ,
PAT08,1993,3,0.00 ,
PAT08,1993,4,0.00 ,
PAT11,1993,1,0.00 ,
PAT11,1993,2,0.00 ,
PAT11,1993,3,0.00 ,
PAT11,1993,4,0.00 ,
PAX01,1993,1,0.00 ,
PAX01,1993,2,0.00 ,
PAX01,1993,3,0.00 ,
PAX01,1993,4,0.00 ,
PAX02,1993,1,0.00 ,
PAX02,1993,2,0.00 ,
PAX02,1993,3,0.00 ,
PAX02,1993,4,0.00 ,
PAX03,1993,1,0.00 ,
PAX03,1993,2,0.00 ,
PAX03,1993,3,0.00 ,
PAX03,1993,4,0.00 ,
PAX04,1993,1,0.00 ,
PAX04,1993,2,0.00 ,
PAX04,1993,3,0.00 ,
PAX04,1993,4,0.00 ,
PIA01,1993,1,0.00 ,
PIA01,1993,2,38.43 ,
PIA01,1993,3,0.00 ,
PIA01,1993,4,0.00 ,
POC01,1993,1,0.00 ,
POC01,1993,2,0.00 ,
POC01,1993,3,0.00 ,
POC01,1993,4,0.00 ,
POC02,1993,1,0.00 ,
POC02,1993,2,0.00 ,
POC02,1993,3,0.00 ,
POC02,1993,4,0.00 ,
POC04,1993,1,0.00 ,
POC04,1993,2,57.26 ,
POC04,1993,3,68.47 ,
POC04,1993,4,20.92 ,
POT02,1993,1,0.00 ,
POT02,1993,2,12.26 ,
POT02,1993,3,0.00 ,
POT02,1993,4,0.00 ,
POT03,1993,1,0.00 ,
POT03,1993,2,0.00 ,
POT03,1993,3,0.00 ,
POT03,1993,4,0.00 ,
POT04,1993,1,0.00 ,
POT04,1993,2,0.00 ,
POT04,1993,3,0.00 ,
POT04,1993,4,0.00 ,
POT05,1993,1,0.00 ,
POT05,1993,2,0.00 ,
POT05,1993,3,0.00 ,
POT05,1993,4,4.60 ,
POT07,1993,1,0.00 ,
POT07,1993,2,0.00 ,
POT07,1993,3,0.00 ,
POT07,1993,4,0.00 ,
POT08,1993,1,0.00 ,
POT08,1993,2,0.00 ,
POT08,1993,3,0.00 ,
POT08,1993,4,0.00 ,
POT09,1993,1,0.00 ,
POT09,1993,2,0.00 ,
POT09,1993,3,0.00 ,
POT09,1993,4,0.00 ,
POT1,1993,1,0.00 ,
POT1,1993,2,0.00 ,
POT1,1993,3,0.00 ,
POT1,1993,4,0.00 ,
POT10,1993,1,0.00 ,
POT10,1993,2,0.00 ,
POT10,1993,3,0.00 ,
POT10,1993,4,0.00 ,
POT11,1993,1,0.00 ,
POT11,1993,2,0.00 ,
POT11,1993,3,0.00 ,
POT11,1993,4,0.00 ,
POT12,1993,1,0.00 ,
POT12,1993,2,0.00 ,
POT12,1993,3,0.00 ,
POT12,1993,4,0.00 ,
POT13,1993,1,0.00 ,
POT13,1993,2,0.00 ,
POT13,1993,3,0.00 ,
POT13,1993,4,0.00 ,
POT14,1993,1,0.00 ,
POT14,1993,2,0.00 ,
POT14,1993,3,0.00 ,
POT14,1993,4,0.00 ,
POT15,1993,1,0.00 ,
POT15,1993,2,0.00 ,
POT15,1993,3,0.00 ,
POT15,1993,4,0.00 ,
POT16,1993,1,0.00 ,
POT16,1993,2,0.00 ,
POT16,1993,3,0.00 ,
POT16,1993,4,0.00 ,
POT17,1993,1,0.00 ,
POT17,1993,2,0.00 ,
POT17,1993,3,0.00 ,
POT17,1993,4,0.00 ,
POT18,1993,1,0.00 ,
POT18,1993,2,0.00 ,
POT18,1993,3,0.00 ,
POT18,1993,4,0.00 ,
POT19,1993,1,0.00 ,
POT19,1993,2,0.00 ,
POT19,1993,3,0.00 ,
POT19,1993,4,0.00 ,
POT20,1993,1,0.00 ,
POT20,1993,2,0.00 ,
POT20,1993,3,0.00 ,
POT20,1993,4,0.00 ,
POT21,1993,1,0.00 ,
POT21,1993,2,0.00 ,
POT21,1993,3,0.00 ,
POT21,1993,4,0.00 ,
POT22,1993,1,0.00 ,
POT22,1993,2,0.00 ,
POT22,1993,3,0.00 ,
POT22,1993,4,0.00 ,
POT23,1993,1,0.00 ,
POT23,1993,2,0.00 ,
POT23,1993,3,0.00 ,
POT23,1993,4,0.00 ,
RHD01,1993,1,0.00 ,
RHD01,1993,2,0.00 ,
RHD01,1993,3,0.00 ,
RHD01,1993,4,0.00 ,
RPP01,1993,1,0.79 ,
RPP01,1993,2,141.56 ,
RPP01,1993,3,5.75 ,
RPP01,1993,4,0.00 ,
RPP02,1993,1,0.00 ,
RPP02,1993,2,0.00 ,
RPP02,1993,3,0.00 ,
RPP02,1993,4,0.00 ,
RPP03,1993,1,0.00 ,
RPP03,1993,2,0.00 ,
RPP03,1993,3,0.00 ,
RPP03,1993,4,0.00 ,
RPP04,1993,1,0.00 ,
RPP04,1993,2,0.00 ,
RPP04,1993,3,0.00 ,
RPP04,1993,4,0.00 ,
RPP05,1993,1,0.00 ,
RPP05,1993,2,0.00 ,
RPP05,1993,3,0.00 ,
RPP05,1993,4,0.00 ,
RPP06,1993,1,0.00 ,
RPP06,1993,2,0.00 ,
RPP06,1993,3,0.00 ,
RPP06,1993,4,0.00 ,
SAS01,1993,1,0.00 ,
SAS01,1993,2,0.00 ,
SAS01,1993,3,0.00 ,
SAS01,1993,4,0.00 ,
SEV01,1993,1,0.00 ,
SEV01,1993,2,0.00 ,
SEV01,1993,3,0.00 ,
SEV01,1993,4,0.00 ,
SOU01,1993,1,0.00 ,
SOU01,1993,2,0.00 ,
SOU01,1993,3,0.00 ,
SOU01,1993,4,0.00 ,
WIC01,1993,1,0.00 ,
WIC01,1993,2,0.00 ,
WIC01,1993,3,0.00 ,
WIC01,1993,4,0.00 ,
WST01,1993,1,0.00 ,
WST01,1993,2,0.00 ,
WST01,1993,3,0.00 ,
WST01,1993,4,0.00 ,
YRK01,1993,1,0.00 ,
YRK01,1993,2,0.00 ,
YRK01,1993,3,0.00 ,
YRK01,1993,4,0.00 ,
YRK02,1993,1,0.00 ,
YRK02,1993,2,0.00 ,
YRK02,1993,3,0.00 ,
YRK02,1993,4,0.00 ,
BAC01,1994,1,0.00 ,
BAC01,1994,2,0.00 ,
BAC01,1994,3,0.00 ,
BAC01,1994,4,0.00 ,
BIG01,1994,1,0.00 ,
BIG01,1994,2,4.80 ,
BIG01,1994,3,17.80 ,
BIG01,1994,4,0.00 ,
BSH01,1994,1,0.00 ,
BSH01,1994,2,0.00 ,
BSH01,1994,3,0.00 ,
BSH01,1994,4,0.00 ,
CB101,1994,1,0.00 ,
CB101,1994,2,0.00 ,
CB101,1994,3,0.00 ,
CB101,1994,4,0.00 ,
CB201,1994,1,0.00 ,
CB201,1994,2,0.00 ,
CB201,1994,3,0.00 ,
CB201,1994,4,0.00 ,
CB202,1994,1,0.00 ,
CB202,1994,2,0.00 ,
CB202,1994,3,0.00 ,
CB202,1994,4,0.00 ,
CB203,1994,1,0.00 ,
CB203,1994,2,0.00 ,
CB203,1994,3,0.00 ,
CB203,1994,4,0.00 ,
CB204,1994,1,0.00 ,
CB204,1994,2,0.00 ,
CB204,1994,3,0.00 ,
CB204,1994,4,0.00 ,
CB301,1994,1,0.00 ,
CB301,1994,2,0.00 ,
CB301,1994,3,0.00 ,
CB301,1994,4,0.00 ,
CB401,1994,1,22.01 ,
CB401,1994,2,57.83 ,
CB401,1994,3,18.45 ,
CB401,1994,4,0.00 ,
CB404,1994,1,0.00 ,
CB404,1994,2,0.00 ,
CB404,1994,3,0.00 ,
CB404,1994,4,0.00 ,
CB501,1994,1,0.00 ,
CB501,1994,2,0.00 ,
CB501,1994,3,0.00 ,
CB501,1994,4,0.00 ,
CB502,1994,1,0.00 ,
CB502,1994,2,0.00 ,
CB502,1994,3,0.00 ,
CB502,1994,4,0.00 ,
CB503,1994,1,0.00 ,
CB503,1994,2,0.00 ,
CB503,1994,3,0.00 ,
CB503,1994,4,0.00 ,
CB504,1994,1,0.00 ,
CB504,1994,2,0.00 ,
CB504,1994,3,0.00 ,
CB504,1994,4,0.00 ,
CB505,1994,1,0.00 ,
CB505,1994,2,0.00 ,
CB505,1994,3,0.00 ,
CB505,1994,4,0.00 ,
CB601,1994,1,0.00 ,
CB601,1994,2,0.00 ,
CB601,1994,3,0.00 ,
CB601,1994,4,0.00 ,
CB602,1994,1,0.00 ,
CB602,1994,2,0.00 ,
CB602,1994,3,0.00 ,
CB602,1994,4,0.00 ,
CB603,1994,1,0.00 ,
CB603,1994,2,0.00 ,
CB603,1994,3,0.00 ,
CB603,1994,4,0.00 ,
CB701,1994,1,0.19 ,
CB701,1994,2,0.00 ,
CB701,1994,3,0.00 ,
CB701,1994,4,0.00 ,
CB702,1994,1,0.00 ,
CB702,1994,2,0.00 ,
CB702,1994,3,0.00 ,
CB702,1994,4,0.00 ,
CB703,1994,1,2.15 ,
CB703,1994,2,10.08 ,
CB703,1994,3,2.66 ,
CB703,1994,4,0.00 ,
CB704,1994,1,0.00 ,
CB704,1994,2,0.00 ,
CB704,1994,3,0.00 ,
CB704,1994,4,0.00 ,
CB705,1994,1,0.00 ,
CB705,1994,2,7.21 ,
CB705,1994,3,0.00 ,
CB705,1994,4,0.00 ,
CB706,1994,1,0.00 ,
CB706,1994,2,0.00 ,
CB706,1994,3,0.00 ,
CB706,1994,4,0.00 ,
CB707,1994,1,0.00 ,
CB707,1994,2,0.00 ,
CB707,1994,3,0.00 ,
CB707,1994,4,0.00 ,
CB708,1994,1,6.09 ,
CB708,1994,2,20.36 ,
CB708,1994,3,12.25 ,
CB708,1994,4,2.69 ,
CB709,1994,1,0.00 ,
CB709,1994,2,0.00 ,
CB709,1994,3,0.00 ,
CB709,1994,4,0.00 ,
CB801,1994,1,0.00 ,
CB801,1994,2,0.00 ,
CB801,1994,3,0.00 ,
CB801,1994,4,0.00 ,
CHO01,1994,1,0.00 ,
CHO01,1994,2,83.53 ,
CHO01,1994,3,84.20 ,
CHO01,1994,4,170.44 ,
CHO02,1994,1,0.00 ,
CHO02,1994,2,92.03 ,
CHO02,1994,3,179.54 ,
CHO02,1994,4,426.38 ,
CHO03,1994,1,0.00 ,
CHO03,1994,2,1.92 ,
CHO03,1994,3,14.13 ,
CHO03,1994,4,20.01 ,
CHS01,1994,1,0.00 ,
CHS01,1994,2,0.00 ,
CHS01,1994,3,0.00 ,
CHS01,1994,4,0.00 ,
CHS02,1994,1,0.00 ,
CHS02,1994,2,0.00 ,
CHS02,1994,3,0.00 ,
CHS02,1994,4,0.00 ,
CHS03,1994,1,0.00 ,
CHS03,1994,2,0.00 ,
CHS03,1994,3,0.00 ,
CHS03,1994,4,0.00 ,
CHS04,1994,1,0.00 ,
CHS04,1994,2,0.00 ,
CHS04,1994,3,0.00 ,
CHS04,1994,4,0.00 ,
CHS05,1994,1,0.00 ,
CHS05,1994,2,0.00 ,
CHS05,1994,3,0.00 ,
CHS05,1994,4,0.00 ,
EAS01,1994,1,0.00 ,
EAS01,1994,2,72.06 ,
EAS01,1994,3,19.21 ,
EAS01,1994,4,5.91 ,
EAS02,1994,1,13.91 ,
EAS02,1994,2,11.32 ,
EAS02,1994,3,0.46 ,
EAS02,1994,4,0.00 ,
EAS03,1994,1,0.00 ,
EAS03,1994,2,25.94 ,
EAS03,1994,3,20.28 ,
EAS03,1994,4,0.00 ,
EAS04,1994,1,30.64 ,
EAS04,1994,2,58.96 ,
EAS04,1994,3,112.17 ,
EAS04,1994,4,4.55 ,
ELK01,1994,1,0.00 ,
ELK01,1994,2,0.00 ,
ELK01,1994,3,0.00 ,
ELK01,1994,4,0.00 ,
ELK02,1994,1,0.00 ,
ELK02,1994,2,0.00 ,
ELK02,1994,3,0.00 ,
ELK02,1994,4,0.00 ,
FSB01,1994,1,0.00 ,
FSB01,1994,2,24.44 ,
FSB01,1994,3,1.45 ,
FSB01,1994,4,0.00 ,
GUN01,1994,1,0.00 ,
GUN01,1994,2,0.00 ,
GUN01,1994,3,0.00 ,
GUN01,1994,4,0.00 ,
HNG01,1994,1,84.78 ,
HNG01,1994,2,601.46 ,
HNG01,1994,3,717.19 ,
HNG01,1994,4,0.32 ,
JMS01,1994,1,0.00 ,
JMS01,1994,2,0.00 ,
JMS01,1994,3,0.00 ,
JMS01,1994,4,0.00 ,
JMS02,1994,1,0.00 ,
JMS02,1994,2,0.00 ,
JMS02,1994,3,0.00 ,
JMS02,1994,4,0.00 ,
JMS03,1994,1,0.00 ,
JMS03,1994,2,0.00 ,
JMS03,1994,3,0.00 ,
JMS03,1994,4,0.00 ,
JMS04,1994,1,0.00 ,
JMS04,1994,2,0.00 ,
JMS04,1994,3,0.00 ,
JMS04,1994,4,0.00 ,
JMS05,1994,1,0.00 ,
JMS05,1994,2,0.00 ,
JMS05,1994,3,0.00 ,
JMS05,1994,4,0.00 ,
JMS06,1994,1,0.00 ,
JMS06,1994,2,0.00 ,
JMS06,1994,3,0.00 ,
JMS06,1994,4,0.00 ,
JMS07,1994,1,0.00 ,
JMS07,1994,2,0.00 ,
JMS07,1994,3,0.00 ,
JMS07,1994,4,0.00 ,
LCH01,1994,1,0.00 ,
LCH01,1994,2,0.00 ,
LCH01,1994,3,0.00 ,
LCH01,1994,4,0.00 ,
LYN01,1994,1,13.17 ,
LYN01,1994,2,22.91 ,
LYN01,1994,3,0.00 ,
LYN01,1994,4,0.00 ,
MAG01,1994,1,0.00 ,
MAG01,1994,2,0.00 ,
MAG01,1994,3,0.00 ,
MAG01,1994,4,0.00 ,
MAN01,1994,1,0.00 ,
MAN01,1994,2,5.58 ,
MAN01,1994,3,0.00 ,
MAN01,1994,4,0.00 ,
MID01,1994,1,0.00 ,
MID01,1994,2,0.00 ,
MID01,1994,3,0.00 ,
MID01,1994,4,0.00 ,
MNB01,1994,1,0.00 ,
MNB01,1994,2,0.00 ,
MNB01,1994,3,0.00 ,
MNB01,1994,4,0.00 ,
MOB01,1994,1,0.00 ,
MOB01,1994,2,0.00 ,
MOB01,1994,3,0.00 ,
MOB01,1994,4,0.00 ,
MOB02,1994,1,0.00 ,
MOB02,1994,2,0.00 ,
MOB02,1994,3,0.00 ,
MOB02,1994,4,0.00 ,
MOB03,1994,1,0.00 ,
MOB03,1994,2,0.00 ,
MOB03,1994,3,0.00 ,
MOB03,1994,4,0.00 ,
MOB04,1994,1,0.00 ,
MOB04,1994,2,0.00 ,
MOB04,1994,3,0.00 ,
MOB04,1994,4,0.00 ,
NAN01,1994,1,0.00 ,
NAN01,1994,2,0.00 ,
NAN01,1994,3,0.00 ,
NAN01,1994,4,0.00 ,
NAN02,1994,1,0.00 ,
NAN02,1994,2,0.00 ,
NAN02,1994,3,0.00 ,
NAN02,1994,4,0.00 ,
NAN03,1994,1,0.00 ,
NAN03,1994,2,0.00 ,
NAN03,1994,3,0.00 ,
NAN03,1994,4,0.00 ,
NAN04,1994,1,0.00 ,
NAN04,1994,2,0.00 ,
NAN04,1994,3,0.00 ,
NAN04,1994,4,0.00 ,
NAN05,1994,1,0.00 ,
NAN05,1994,2,0.00 ,
NAN05,1994,3,0.00 ,
NAN05,1994,4,0.00 ,
NOR01,1994,1,0.00 ,
NOR01,1994,2,0.00 ,
NOR01,1994,3,0.00 ,
NOR01,1994,4,0.00 ,
PAT01,1994,1,0.00 ,
PAT01,1994,2,0.00 ,
PAT01,1994,3,0.00 ,
PAT01,1994,4,0.00 ,
PAT02,1994,1,0.00 ,
PAT02,1994,2,0.00 ,
PAT02,1994,3,0.00 ,
PAT02,1994,4,0.00 ,
PAT05,1994,1,0.00 ,
PAT05,1994,2,0.00 ,
PAT05,1994,3,0.00 ,
PAT05,1994,4,0.00 ,
PAT06,1994,1,0.00 ,
PAT06,1994,2,0.00 ,
PAT06,1994,3,0.00 ,
PAT06,1994,4,0.00 ,
PAT07,1994,1,0.00 ,
PAT07,1994,2,0.00 ,
PAT07,1994,3,0.00 ,
PAT07,1994,4,0.00 ,
PAT08,1994,1,0.00 ,
PAT08,1994,2,0.00 ,
PAT08,1994,3,0.00 ,
PAT08,1994,4,0.00 ,
PAT11,1994,1,0.00 ,
PAT11,1994,2,0.00 ,
PAT11,1994,3,0.00 ,
PAT11,1994,4,0.00 ,
PAX01,1994,1,0.00 ,
PAX01,1994,2,0.00 ,
PAX01,1994,3,0.00 ,
PAX01,1994,4,0.00 ,
PAX02,1994,1,0.00 ,
PAX02,1994,2,0.00 ,
PAX02,1994,3,0.00 ,
PAX02,1994,4,0.00 ,
PAX03,1994,1,0.00 ,
PAX03,1994,2,0.00 ,
PAX03,1994,3,0.00 ,
PAX03,1994,4,0.00 ,
PAX04,1994,1,0.00 ,
PAX04,1994,2,0.00 ,
PAX04,1994,3,0.00 ,
PAX04,1994,4,0.00 ,
PIA01,1994,1,0.00 ,
PIA01,1994,2,0.00 ,
PIA01,1994,3,0.00 ,
PIA01,1994,4,0.00 ,
POC01,1994,1,0.00 ,
POC01,1994,2,0.00 ,
POC01,1994,3,0.00 ,
POC01,1994,4,0.00 ,
POC02,1994,1,0.00 ,
POC02,1994,2,0.00 ,
POC02,1994,3,0.00 ,
POC02,1994,4,0.00 ,
POC04,1994,1,1.47 ,
POC04,1994,2,19.14 ,
POC04,1994,3,38.63 ,
POC04,1994,4,40.36 ,
POT02,1994,1,0.00 ,
POT02,1994,2,0.00 ,
POT02,1994,3,0.00 ,
POT02,1994,4,0.00 ,
POT03,1994,1,0.00 ,
POT03,1994,2,0.00 ,
POT03,1994,3,0.00 ,
POT03,1994,4,0.00 ,
POT04,1994,1,0.00 ,
POT04,1994,2,0.00 ,
POT04,1994,3,0.00 ,
POT04,1994,4,0.00 ,
POT05,1994,1,2.96 ,
POT05,1994,2,24.28 ,
POT05,1994,3,3.57 ,
POT05,1994,4,16.51 ,
POT07,1994,1,0.00 ,
POT07,1994,2,0.00 ,
POT07,1994,3,0.00 ,
POT07,1994,4,0.00 ,
POT08,1994,1,0.00 ,
POT08,1994,2,0.00 ,
POT08,1994,3,0.00 ,
POT08,1994,4,0.00 ,
POT09,1994,1,0.00 ,
POT09,1994,2,0.00 ,
POT09,1994,3,0.00 ,
POT09,1994,4,0.00 ,
POT1,1994,1,0.00 ,
POT1,1994,2,0.00 ,
POT1,1994,3,0.00 ,
POT1,1994,4,0.00 ,
POT10,1994,1,0.00 ,
POT10,1994,2,0.00 ,
POT10,1994,3,0.00 ,
POT10,1994,4,0.00 ,
POT11,1994,1,0.00 ,
POT11,1994,2,0.00 ,
POT11,1994,3,0.00 ,
POT11,1994,4,0.00 ,
POT12,1994,1,0.00 ,
POT12,1994,2,0.00 ,
POT12,1994,3,0.00 ,
POT12,1994,4,0.00 ,
POT13,1994,1,0.00 ,
POT13,1994,2,0.00 ,
POT13,1994,3,0.00 ,
POT13,1994,4,0.00 ,
POT14,1994,1,0.00 ,
POT14,1994,2,0.00 ,
POT14,1994,3,0.00 ,
POT14,1994,4,0.00 ,
POT15,1994,1,0.00 ,
POT15,1994,2,0.00 ,
POT15,1994,3,0.00 ,
POT15,1994,4,0.00 ,
